testId;algo;nodeId;runtimeMillis
60107_LStarKtcGen;LStarKtcAlgorithm;17;543
60107_LStarKtcGen;LStarKtcAlgorithm;18;784
60107_LStarKtcGen;LStarKtcAlgorithm;19;304
60107_LStarKtcGen;LStarKtcAlgorithm;20;796
60107_LStarKtcGen;LStarKtcAlgorithm;22;699
60107_LStarKtcGen;LStarKtcAlgorithm;23;775
60107_LStarKtcGen;LStarKtcAlgorithm;24;563
60107_LStarKtcGen;LStarKtcAlgorithm;25;944
60107_LStarKtcGen;LStarKtcAlgorithm;26;278
60107_LStarKtcGen;LStarKtcAlgorithm;27;624
60107_LStarKtcGen;LStarKtcAlgorithm;28;857
60107_LStarKtcGen;LStarKtcAlgorithm;31;536
60107_LStarKtcGen;LStarKtcAlgorithm;32;335
60107_LStarKtcGen;LStarKtcAlgorithm;33;929
60108_LStarKtcGen;LStarKtcAlgorithm;1;154
60108_LStarKtcGen;LStarKtcAlgorithm;2;262
60108_LStarKtcGen;LStarKtcAlgorithm;3;165
60108_LStarKtcGen;LStarKtcAlgorithm;4;292
60108_LStarKtcGen;LStarKtcAlgorithm;6;619
60108_LStarKtcGen;LStarKtcAlgorithm;7;139
60108_LStarKtcGen;LStarKtcAlgorithm;8;326
60108_LStarKtcGen;LStarKtcAlgorithm;10;684
60108_LStarKtcGen;LStarKtcAlgorithm;11;348
60108_LStarKtcGen;LStarKtcAlgorithm;13;742
60108_LStarKtcGen;LStarKtcAlgorithm;14;147
60108_LStarKtcGen;LStarKtcAlgorithm;15;1318
60108_LStarKtcGen;LStarKtcAlgorithm;16;656
60108_LStarKtcGen;LStarKtcAlgorithm;17;150
60108_LStarKtcGen;LStarKtcAlgorithm;18;1287
60108_LStarKtcGen;LStarKtcAlgorithm;19;232
60108_LStarKtcGen;LStarKtcAlgorithm;20;567
60108_LStarKtcGen;LStarKtcAlgorithm;22;770
60108_LStarKtcGen;LStarKtcAlgorithm;23;36
60108_LStarKtcGen;LStarKtcAlgorithm;24;553
60108_LStarKtcGen;LStarKtcAlgorithm;25;1106
60108_LStarKtcGen;LStarKtcAlgorithm;26;1176
60108_LStarKtcGen;LStarKtcAlgorithm;27;422
60108_LStarKtcGen;LStarKtcAlgorithm;28;1104
60108_LStarKtcGen;LStarKtcAlgorithm;31;1044
60108_LStarKtcGen;LStarKtcAlgorithm;32;126
60108_LStarKtcGen;LStarKtcAlgorithm;33;508
60109_LStarKtcGen;LStarKtcAlgorithm;1;364
60109_LStarKtcGen;LStarKtcAlgorithm;2;277
60109_LStarKtcGen;LStarKtcAlgorithm;3;795
60109_LStarKtcGen;LStarKtcAlgorithm;4;395
60109_LStarKtcGen;LStarKtcAlgorithm;6;773
60109_LStarKtcGen;LStarKtcAlgorithm;7;274
60109_LStarKtcGen;LStarKtcAlgorithm;8;299
60109_LStarKtcGen;LStarKtcAlgorithm;10;440
60109_LStarKtcGen;LStarKtcAlgorithm;11;603
60109_LStarKtcGen;LStarKtcAlgorithm;13;613
60109_LStarKtcGen;LStarKtcAlgorithm;14;271
60109_LStarKtcGen;LStarKtcAlgorithm;15;441
60109_LStarKtcGen;LStarKtcAlgorithm;16;1081
60109_LStarKtcGen;LStarKtcAlgorithm;17;604
60109_LStarKtcGen;LStarKtcAlgorithm;18;1034
60109_LStarKtcGen;LStarKtcAlgorithm;19;640
60109_LStarKtcGen;LStarKtcAlgorithm;20;145
60109_LStarKtcGen;LStarKtcAlgorithm;22;1077
60109_LStarKtcGen;LStarKtcAlgorithm;23;677
60109_LStarKtcGen;LStarKtcAlgorithm;24;636
60109_LStarKtcGen;LStarKtcAlgorithm;25;693
60109_LStarKtcGen;LStarKtcAlgorithm;26;593
60109_LStarKtcGen;LStarKtcAlgorithm;27;616
60109_LStarKtcGen;LStarKtcAlgorithm;28;674
60109_LStarKtcGen;LStarKtcAlgorithm;31;833
60109_LStarKtcGen;LStarKtcAlgorithm;32;233
60109_LStarKtcGen;LStarKtcAlgorithm;33;896
60110_LStarKtcGen;LStarKtcAlgorithm;1;342
60110_LStarKtcGen;LStarKtcAlgorithm;2;492
60110_LStarKtcGen;LStarKtcAlgorithm;3;72
60110_LStarKtcGen;LStarKtcAlgorithm;4;553
60110_LStarKtcGen;LStarKtcAlgorithm;6;4
60110_LStarKtcGen;LStarKtcAlgorithm;7;288
60110_LStarKtcGen;LStarKtcAlgorithm;8;381
60110_LStarKtcGen;LStarKtcAlgorithm;10;854
60110_LStarKtcGen;LStarKtcAlgorithm;11;688
60110_LStarKtcGen;LStarKtcAlgorithm;13;487
60110_LStarKtcGen;LStarKtcAlgorithm;14;285
60110_LStarKtcGen;LStarKtcAlgorithm;15;859
60110_LStarKtcGen;LStarKtcAlgorithm;16;448
60110_LStarKtcGen;LStarKtcAlgorithm;17;673
60110_LStarKtcGen;LStarKtcAlgorithm;18;61
60110_LStarKtcGen;LStarKtcAlgorithm;19;1323
60110_LStarKtcGen;LStarKtcAlgorithm;20;381
60110_LStarKtcGen;LStarKtcAlgorithm;22;630
60110_LStarKtcGen;LStarKtcAlgorithm;23;1171
60110_LStarKtcGen;LStarKtcAlgorithm;24;1101
60110_LStarKtcGen;LStarKtcAlgorithm;25;94
60110_LStarKtcGen;LStarKtcAlgorithm;26;709
60110_LStarKtcGen;LStarKtcAlgorithm;27;1063
60110_LStarKtcGen;LStarKtcAlgorithm;28;274
60110_LStarKtcGen;LStarKtcAlgorithm;31;237
60110_LStarKtcGen;LStarKtcAlgorithm;32;246
60110_LStarKtcGen;LStarKtcAlgorithm;33;899
60111_LStarKtcGen;LStarKtcAlgorithm;1;325
60111_LStarKtcGen;LStarKtcAlgorithm;2;300
60111_LStarKtcGen;LStarKtcAlgorithm;3;285
60111_LStarKtcGen;LStarKtcAlgorithm;4;401
60111_LStarKtcGen;LStarKtcAlgorithm;6;664
60111_LStarKtcGen;LStarKtcAlgorithm;7;287
60111_LStarKtcGen;LStarKtcAlgorithm;8;330
60111_LStarKtcGen;LStarKtcAlgorithm;10;1131
60111_LStarKtcGen;LStarKtcAlgorithm;11;657
60111_LStarKtcGen;LStarKtcAlgorithm;13;680
60111_LStarKtcGen;LStarKtcAlgorithm;14;234
60111_LStarKtcGen;LStarKtcAlgorithm;15;656
60111_LStarKtcGen;LStarKtcAlgorithm;16;1247
60111_LStarKtcGen;LStarKtcAlgorithm;17;604
60111_LStarKtcGen;LStarKtcAlgorithm;18;1160
60111_LStarKtcGen;LStarKtcAlgorithm;19;494
60111_LStarKtcGen;LStarKtcAlgorithm;20;159
60111_LStarKtcGen;LStarKtcAlgorithm;22;973
60111_LStarKtcGen;LStarKtcAlgorithm;23;939
60111_LStarKtcGen;LStarKtcAlgorithm;24;660
60111_LStarKtcGen;LStarKtcAlgorithm;25;585
60111_LStarKtcGen;LStarKtcAlgorithm;26;25
60111_LStarKtcGen;LStarKtcAlgorithm;27;699
60111_LStarKtcGen;LStarKtcAlgorithm;28;313
60111_LStarKtcGen;LStarKtcAlgorithm;31;1250
60111_LStarKtcGen;LStarKtcAlgorithm;32;281
60111_LStarKtcGen;LStarKtcAlgorithm;33;563
60112_LStarKtcGen;LStarKtcAlgorithm;1;368
60112_LStarKtcGen;LStarKtcAlgorithm;2;238
60112_LStarKtcGen;LStarKtcAlgorithm;3;1119
60112_LStarKtcGen;LStarKtcAlgorithm;4;440
60112_LStarKtcGen;LStarKtcAlgorithm;6;533
60112_LStarKtcGen;LStarKtcAlgorithm;7;90
60112_LStarKtcGen;LStarKtcAlgorithm;8;264
60112_LStarKtcGen;LStarKtcAlgorithm;10;1157
60112_LStarKtcGen;LStarKtcAlgorithm;11;408
60112_LStarKtcGen;LStarKtcAlgorithm;13;780
60112_LStarKtcGen;LStarKtcAlgorithm;14;259
60112_LStarKtcGen;LStarKtcAlgorithm;15;686
60112_LStarKtcGen;LStarKtcAlgorithm;16;554
60112_LStarKtcGen;LStarKtcAlgorithm;17;336
60112_LStarKtcGen;LStarKtcAlgorithm;18;441
60112_LStarKtcGen;LStarKtcAlgorithm;19;648
60112_LStarKtcGen;LStarKtcAlgorithm;20;381
60112_LStarKtcGen;LStarKtcAlgorithm;22;180
60112_LStarKtcGen;LStarKtcAlgorithm;23;1180
60112_LStarKtcGen;LStarKtcAlgorithm;24;1024
60112_LStarKtcGen;LStarKtcAlgorithm;25;836
60112_LStarKtcGen;LStarKtcAlgorithm;26;217
60112_LStarKtcGen;LStarKtcAlgorithm;27;1061
60112_LStarKtcGen;LStarKtcAlgorithm;28;525
60112_LStarKtcGen;LStarKtcAlgorithm;31;625
60112_LStarKtcGen;LStarKtcAlgorithm;32;346
60112_LStarKtcGen;LStarKtcAlgorithm;33;1023
60113_LStarKtcGen;LStarKtcAlgorithm;1;353
60113_LStarKtcGen;LStarKtcAlgorithm;2;260
60113_LStarKtcGen;LStarKtcAlgorithm;3;10
60113_LStarKtcGen;LStarKtcAlgorithm;4;272
60113_LStarKtcGen;LStarKtcAlgorithm;6;245
60113_LStarKtcGen;LStarKtcAlgorithm;7;167
60113_LStarKtcGen;LStarKtcAlgorithm;8;333
60113_LStarKtcGen;LStarKtcAlgorithm;10;688
60113_LStarKtcGen;LStarKtcAlgorithm;11;609
60113_LStarKtcGen;LStarKtcAlgorithm;13;614
60113_LStarKtcGen;LStarKtcAlgorithm;14;222
60113_LStarKtcGen;LStarKtcAlgorithm;15;701
60113_LStarKtcGen;LStarKtcAlgorithm;16;1130
60113_LStarKtcGen;LStarKtcAlgorithm;17;366
60113_LStarKtcGen;LStarKtcAlgorithm;18;1182
60113_LStarKtcGen;LStarKtcAlgorithm;19;260
60113_LStarKtcGen;LStarKtcAlgorithm;20;1202
60113_LStarKtcGen;LStarKtcAlgorithm;22;857
60113_LStarKtcGen;LStarKtcAlgorithm;23;320
60113_LStarKtcGen;LStarKtcAlgorithm;24;736
60113_LStarKtcGen;LStarKtcAlgorithm;25;1031
60113_LStarKtcGen;LStarKtcAlgorithm;26;717
60113_LStarKtcGen;LStarKtcAlgorithm;27;502
60113_LStarKtcGen;LStarKtcAlgorithm;28;654
60113_LStarKtcGen;LStarKtcAlgorithm;31;210
60113_LStarKtcGen;LStarKtcAlgorithm;32;330
60113_LStarKtcGen;LStarKtcAlgorithm;33;1290
60321_LStarKtcGen;LStarKtcAlgorithm;1;283
60321_LStarKtcGen;LStarKtcAlgorithm;2;307
60321_LStarKtcGen;LStarKtcAlgorithm;3;201
60321_LStarKtcGen;LStarKtcAlgorithm;4;295
60321_LStarKtcGen;LStarKtcAlgorithm;6;1016
60321_LStarKtcGen;LStarKtcAlgorithm;7;337
60321_LStarKtcGen;LStarKtcAlgorithm;8;579
60321_LStarKtcGen;LStarKtcAlgorithm;10;443
60321_LStarKtcGen;LStarKtcAlgorithm;11;625
60321_LStarKtcGen;LStarKtcAlgorithm;13;135
60321_LStarKtcGen;LStarKtcAlgorithm;14;641
60321_LStarKtcGen;LStarKtcAlgorithm;15;488
60321_LStarKtcGen;LStarKtcAlgorithm;16;695
60321_LStarKtcGen;LStarKtcAlgorithm;17;745
60321_LStarKtcGen;LStarKtcAlgorithm;18;49
60321_LStarKtcGen;LStarKtcAlgorithm;19;717
60321_LStarKtcGen;LStarKtcAlgorithm;20;320
60321_LStarKtcGen;LStarKtcAlgorithm;22;975
60321_LStarKtcGen;LStarKtcAlgorithm;23;193
60321_LStarKtcGen;LStarKtcAlgorithm;24;502
60321_LStarKtcGen;LStarKtcAlgorithm;25;245
60321_LStarKtcGen;LStarKtcAlgorithm;26;223
60321_LStarKtcGen;LStarKtcAlgorithm;27;685
60321_LStarKtcGen;LStarKtcAlgorithm;28;194
60321_LStarKtcGen;LStarKtcAlgorithm;31;857
60321_LStarKtcGen;LStarKtcAlgorithm;32;571
60321_LStarKtcGen;LStarKtcAlgorithm;33;21
60322_LStarKtcGen;LStarKtcAlgorithm;1;531
60322_LStarKtcGen;LStarKtcAlgorithm;2;287
60322_LStarKtcGen;LStarKtcAlgorithm;3;1336
60322_LStarKtcGen;LStarKtcAlgorithm;4;353
60322_LStarKtcGen;LStarKtcAlgorithm;6;334
60322_LStarKtcGen;LStarKtcAlgorithm;7;314
60322_LStarKtcGen;LStarKtcAlgorithm;8;518
60322_LStarKtcGen;LStarKtcAlgorithm;10;182
60322_LStarKtcGen;LStarKtcAlgorithm;11;541
60322_LStarKtcGen;LStarKtcAlgorithm;13;304
60322_LStarKtcGen;LStarKtcAlgorithm;14;410
60322_LStarKtcGen;LStarKtcAlgorithm;15;671
60322_LStarKtcGen;LStarKtcAlgorithm;16;696
60322_LStarKtcGen;LStarKtcAlgorithm;17;790
60322_LStarKtcGen;LStarKtcAlgorithm;18;444
60322_LStarKtcGen;LStarKtcAlgorithm;19;497
60322_LStarKtcGen;LStarKtcAlgorithm;20;242
60322_LStarKtcGen;LStarKtcAlgorithm;22;321
60322_LStarKtcGen;LStarKtcAlgorithm;23;686
60322_LStarKtcGen;LStarKtcAlgorithm;24;1030
60322_LStarKtcGen;LStarKtcAlgorithm;25;392
60322_LStarKtcGen;LStarKtcAlgorithm;26;1182
60322_LStarKtcGen;LStarKtcAlgorithm;27;1143
60322_LStarKtcGen;LStarKtcAlgorithm;28;20
60322_LStarKtcGen;LStarKtcAlgorithm;31;662
60322_LStarKtcGen;LStarKtcAlgorithm;32;237
60322_LStarKtcGen;LStarKtcAlgorithm;33;992
60323_LStarKtcGen;LStarKtcAlgorithm;1;562
60323_LStarKtcGen;LStarKtcAlgorithm;2;251
60323_LStarKtcGen;LStarKtcAlgorithm;3;468
60323_LStarKtcGen;LStarKtcAlgorithm;4;268
60323_LStarKtcGen;LStarKtcAlgorithm;6;69
60323_LStarKtcGen;LStarKtcAlgorithm;7;184
60323_LStarKtcGen;LStarKtcAlgorithm;8;548
60323_LStarKtcGen;LStarKtcAlgorithm;10;650
60323_LStarKtcGen;LStarKtcAlgorithm;11;437
60323_LStarKtcGen;LStarKtcAlgorithm;13;599
60323_LStarKtcGen;LStarKtcAlgorithm;14;211
60323_LStarKtcGen;LStarKtcAlgorithm;15;1061
60323_LStarKtcGen;LStarKtcAlgorithm;16;771
60323_LStarKtcGen;LStarKtcAlgorithm;17;543
60323_LStarKtcGen;LStarKtcAlgorithm;18;1192
60323_LStarKtcGen;LStarKtcAlgorithm;19;862
60323_LStarKtcGen;LStarKtcAlgorithm;20;301
60323_LStarKtcGen;LStarKtcAlgorithm;22;59
60323_LStarKtcGen;LStarKtcAlgorithm;23;798
60323_LStarKtcGen;LStarKtcAlgorithm;24;1161
60323_LStarKtcGen;LStarKtcAlgorithm;25;1022
60323_LStarKtcGen;LStarKtcAlgorithm;26;415
60323_LStarKtcGen;LStarKtcAlgorithm;27;1002
60323_LStarKtcGen;LStarKtcAlgorithm;28;120
60323_LStarKtcGen;LStarKtcAlgorithm;31;548
60323_LStarKtcGen;LStarKtcAlgorithm;32;356
60323_LStarKtcGen;LStarKtcAlgorithm;33;130
60324_LStarKtcGen;LStarKtcAlgorithm;1;542
60324_LStarKtcGen;LStarKtcAlgorithm;2;253
60324_LStarKtcGen;LStarKtcAlgorithm;3;1268
60324_LStarKtcGen;LStarKtcAlgorithm;4;255
60324_LStarKtcGen;LStarKtcAlgorithm;6;472
60324_LStarKtcGen;LStarKtcAlgorithm;7;129
60324_LStarKtcGen;LStarKtcAlgorithm;8;464
60324_LStarKtcGen;LStarKtcAlgorithm;10;697
60324_LStarKtcGen;LStarKtcAlgorithm;11;890
60324_LStarKtcGen;LStarKtcAlgorithm;13;161
60324_LStarKtcGen;LStarKtcAlgorithm;14;294
60324_LStarKtcGen;LStarKtcAlgorithm;15;1169
60324_LStarKtcGen;LStarKtcAlgorithm;16;1016
60324_LStarKtcGen;LStarKtcAlgorithm;17;620
60324_LStarKtcGen;LStarKtcAlgorithm;18;244
60324_LStarKtcGen;LStarKtcAlgorithm;19;724
60324_LStarKtcGen;LStarKtcAlgorithm;20;898
60324_LStarKtcGen;LStarKtcAlgorithm;22;437
60324_LStarKtcGen;LStarKtcAlgorithm;23;516
60324_LStarKtcGen;LStarKtcAlgorithm;24;1010
60324_LStarKtcGen;LStarKtcAlgorithm;25;705
60324_LStarKtcGen;LStarKtcAlgorithm;26;341
60324_LStarKtcGen;LStarKtcAlgorithm;27;801
60324_LStarKtcGen;LStarKtcAlgorithm;28;549
60324_LStarKtcGen;LStarKtcAlgorithm;31;1262
60324_LStarKtcGen;LStarKtcAlgorithm;32;520
60324_LStarKtcGen;LStarKtcAlgorithm;33;615
