testId;algo;nodeId;runtimeMillis
59827_KtcGen;KtcAlgorithm;2;233
59827_KtcGen;KtcAlgorithm;3;372
59827_KtcGen;KtcAlgorithm;4;230
59827_KtcGen;KtcAlgorithm;6;803
59827_KtcGen;KtcAlgorithm;7;112
59827_KtcGen;KtcAlgorithm;8;357
59827_KtcGen;KtcAlgorithm;10;601
59827_KtcGen;KtcAlgorithm;11;255
59827_KtcGen;KtcAlgorithm;13;643
59827_KtcGen;KtcAlgorithm;14;301
59827_KtcGen;KtcAlgorithm;15;519
59827_KtcGen;KtcAlgorithm;16;648
59827_KtcGen;KtcAlgorithm;17;463
59827_KtcGen;KtcAlgorithm;18;1006
59827_KtcGen;KtcAlgorithm;19;554
59827_KtcGen;KtcAlgorithm;20;675
59827_KtcGen;KtcAlgorithm;22;956
59827_KtcGen;KtcAlgorithm;23;816
59827_KtcGen;KtcAlgorithm;24;818
59827_KtcGen;KtcAlgorithm;25;904
59827_KtcGen;KtcAlgorithm;26;921
59827_KtcGen;KtcAlgorithm;27;535
59827_KtcGen;KtcAlgorithm;28;193
59827_KtcGen;KtcAlgorithm;31;970
59827_KtcGen;KtcAlgorithm;32;227
59827_KtcGen;KtcAlgorithm;33;467
59828_LStarKtcGen;LStarKtcAlgorithm;1;76019
59828_LStarKtcGen;LStarKtcAlgorithm;2;99976
59828_LStarKtcGen;LStarKtcAlgorithm;3;91706
59828_LStarKtcGen;LStarKtcAlgorithm;4;100403
59828_LStarKtcGen;LStarKtcAlgorithm;6;5066
59828_LStarKtcGen;LStarKtcAlgorithm;7;10438
59828_LStarKtcGen;LStarKtcAlgorithm;8;61861
59828_LStarKtcGen;LStarKtcAlgorithm;10;119511
59828_LStarKtcGen;LStarKtcAlgorithm;11;20692
59828_LStarKtcGen;LStarKtcAlgorithm;13;130192
59828_LStarKtcGen;LStarKtcAlgorithm;14;20357
59828_LStarKtcGen;LStarKtcAlgorithm;15;35226
59828_LStarKtcGen;LStarKtcAlgorithm;16;20479
59828_LStarKtcGen;LStarKtcAlgorithm;17;3909
59828_LStarKtcGen;LStarKtcAlgorithm;18;49592
59828_LStarKtcGen;LStarKtcAlgorithm;19;100039
59828_LStarKtcGen;LStarKtcAlgorithm;20;101992
59828_LStarKtcGen;LStarKtcAlgorithm;22;47059
59828_LStarKtcGen;LStarKtcAlgorithm;23;13765
59828_LStarKtcGen;LStarKtcAlgorithm;24;56977
59828_LStarKtcGen;LStarKtcAlgorithm;25;123877
59828_LStarKtcGen;LStarKtcAlgorithm;26;76177
59828_LStarKtcGen;LStarKtcAlgorithm;27;97656
59828_LStarKtcGen;LStarKtcAlgorithm;28;14650
59828_LStarKtcGen;LStarKtcAlgorithm;31;53934
59828_LStarKtcGen;LStarKtcAlgorithm;32;95612
59828_LStarKtcGen;LStarKtcAlgorithm;33;11692
59829_LmstGen;LmstAlgorithm;1;156
59829_LmstGen;LmstAlgorithm;2;397
59829_LmstGen;LmstAlgorithm;3;397
59829_LmstGen;LmstAlgorithm;4;1140
59829_LmstGen;LmstAlgorithm;6;195
59829_LmstGen;LmstAlgorithm;7;138
59829_LmstGen;LmstAlgorithm;8;89
59829_LmstGen;LmstAlgorithm;10;911
59829_LmstGen;LmstAlgorithm;11;571
59829_LmstGen;LmstAlgorithm;13;362
59829_LmstGen;LmstAlgorithm;14;646
59829_LmstGen;LmstAlgorithm;15;838
59829_LmstGen;LmstAlgorithm;16;58
59829_LmstGen;LmstAlgorithm;17;320
59829_LmstGen;LmstAlgorithm;18;694
59829_LmstGen;LmstAlgorithm;19;126
59829_LmstGen;LmstAlgorithm;20;833
59829_LmstGen;LmstAlgorithm;22;921
59829_LmstGen;LmstAlgorithm;23;245
59829_LmstGen;LmstAlgorithm;24;349
59829_LmstGen;LmstAlgorithm;25;255
59829_LmstGen;LmstAlgorithm;26;445
59829_LmstGen;LmstAlgorithm;27;388
59829_LmstGen;LmstAlgorithm;28;1146
59829_LmstGen;LmstAlgorithm;31;687
59829_LmstGen;LmstAlgorithm;32;543
59829_LmstGen;LmstAlgorithm;33;169
59830_KtcMan;aktc;1;32
59830_KtcMan;aktc;2;31
59830_KtcMan;aktc;3;425
59830_KtcMan;aktc;4;57
59830_KtcMan;aktc;6;111
59830_KtcMan;aktc;7;26
59830_KtcMan;aktc;8;32
59830_KtcMan;aktc;10;75
59830_KtcMan;aktc;11;51
59830_KtcMan;aktc;13;106
59830_KtcMan;aktc;14;115
59830_KtcMan;aktc;15;137
59830_KtcMan;aktc;16;67
59830_KtcMan;aktc;17;58
59830_KtcMan;aktc;18;208
59830_KtcMan;aktc;19;102
59830_KtcMan;aktc;20;266
59830_KtcMan;aktc;22;113
59830_KtcMan;aktc;23;331
59830_KtcMan;aktc;24;199
59830_KtcMan;aktc;25;172
59830_KtcMan;aktc;26;183
59830_KtcMan;aktc;27;76
59830_KtcMan;aktc;28;145
59830_KtcMan;aktc;31;106
59830_KtcMan;aktc;32;24
59830_KtcMan;aktc;33;98
59831_LStarKtcMan;lktc;1;82
59831_LStarKtcMan;lktc;2;47
59831_LStarKtcMan;lktc;3;747
59831_LStarKtcMan;lktc;4;115
59831_LStarKtcMan;lktc;6;187
59831_LStarKtcMan;lktc;7;52
59831_LStarKtcMan;lktc;8;74
59831_LStarKtcMan;lktc;10;284
59831_LStarKtcMan;lktc;11;112
59831_LStarKtcMan;lktc;13;316
59831_LStarKtcMan;lktc;14;73
59831_LStarKtcMan;lktc;15;289
59831_LStarKtcMan;lktc;16;203
59831_LStarKtcMan;lktc;17;181
59831_LStarKtcMan;lktc;18;330
59831_LStarKtcMan;lktc;19;193
59831_LStarKtcMan;lktc;20;563
59831_LStarKtcMan;lktc;22;265
59831_LStarKtcMan;lktc;23;708
59831_LStarKtcMan;lktc;24;321
59831_LStarKtcMan;lktc;25;293
59831_LStarKtcMan;lktc;26;517
59831_LStarKtcMan;lktc;27;182
59831_LStarKtcMan;lktc;28;353
59831_LStarKtcMan;lktc;31;269
59831_LStarKtcMan;lktc;32;95
59831_LStarKtcMan;lktc;33;161
59832_LmstMan;lmst;1;570
59832_LmstMan;lmst;2;413
59832_LmstMan;lmst;3;827
59832_LmstMan;lmst;4;1295
59832_LmstMan;lmst;6;257
59832_LmstMan;lmst;7;359
59832_LmstMan;lmst;8;563
59832_LmstMan;lmst;10;745
59832_LmstMan;lmst;11;631
59832_LmstMan;lmst;13;329
59832_LmstMan;lmst;14;1266
59832_LmstMan;lmst;15;596
59832_LmstMan;lmst;16;484
59832_LmstMan;lmst;17;759
59832_LmstMan;lmst;18;16
59832_LmstMan;lmst;19;418
59832_LmstMan;lmst;20;127
59832_LmstMan;lmst;22;229
59832_LmstMan;lmst;23;1075
59832_LmstMan;lmst;24;615
59832_LmstMan;lmst;25;528
59832_LmstMan;lmst;26;631
59832_LmstMan;lmst;27;1076
59832_LmstMan;lmst;28;15
59832_LmstMan;lmst;31;456
59832_LmstMan;lmst;32;686
59832_LmstMan;lmst;33;1031
59841_KtcGen;KtcAlgorithm;1;141
59841_KtcGen;KtcAlgorithm;2;163
59841_KtcGen;KtcAlgorithm;3;845
59841_KtcGen;KtcAlgorithm;4;316
59841_KtcGen;KtcAlgorithm;6;762
59841_KtcGen;KtcAlgorithm;7;102
59841_KtcGen;KtcAlgorithm;8;326
59841_KtcGen;KtcAlgorithm;10;197
59841_KtcGen;KtcAlgorithm;11;274
59841_KtcGen;KtcAlgorithm;13;694
59841_KtcGen;KtcAlgorithm;14;288
59841_KtcGen;KtcAlgorithm;15;260
59841_KtcGen;KtcAlgorithm;16;612
59841_KtcGen;KtcAlgorithm;17;324
59841_KtcGen;KtcAlgorithm;18;1122
59841_KtcGen;KtcAlgorithm;19;545
59841_KtcGen;KtcAlgorithm;20;140
59841_KtcGen;KtcAlgorithm;22;818
59841_KtcGen;KtcAlgorithm;23;195
59841_KtcGen;KtcAlgorithm;24;748
59841_KtcGen;KtcAlgorithm;25;926
59841_KtcGen;KtcAlgorithm;26;761
59841_KtcGen;KtcAlgorithm;27;620
59841_KtcGen;KtcAlgorithm;28;443
59841_KtcGen;KtcAlgorithm;31;1166
59841_KtcGen;KtcAlgorithm;32;286
59841_KtcGen;KtcAlgorithm;33;577
59842_LStarKtcGen;LStarKtcAlgorithm;1;118011
59842_LStarKtcGen;LStarKtcAlgorithm;2;128936
59842_LStarKtcGen;LStarKtcAlgorithm;3;110170
59842_LStarKtcGen;LStarKtcAlgorithm;4;119935
59842_LStarKtcGen;LStarKtcAlgorithm;6;56186
59842_LStarKtcGen;LStarKtcAlgorithm;7;12635
59842_LStarKtcGen;LStarKtcAlgorithm;8;93384
59842_LStarKtcGen;LStarKtcAlgorithm;10;115176
59842_LStarKtcGen;LStarKtcAlgorithm;11;130738
59842_LStarKtcGen;LStarKtcAlgorithm;13;126773
59842_LStarKtcGen;LStarKtcAlgorithm;14;7723
59842_LStarKtcGen;LStarKtcAlgorithm;15;91159
59842_LStarKtcGen;LStarKtcAlgorithm;16;7785
59842_LStarKtcGen;LStarKtcAlgorithm;17;64087
59842_LStarKtcGen;LStarKtcAlgorithm;18;7755
59842_LStarKtcGen;LStarKtcAlgorithm;19;92712
59842_LStarKtcGen;LStarKtcAlgorithm;20;61555
59842_LStarKtcGen;LStarKtcAlgorithm;22;64335
59842_LStarKtcGen;LStarKtcAlgorithm;23;120308
59842_LStarKtcGen;LStarKtcAlgorithm;24;109375
59842_LStarKtcGen;LStarKtcAlgorithm;25;22134
59842_LStarKtcGen;LStarKtcAlgorithm;26;75139
59842_LStarKtcGen;LStarKtcAlgorithm;27;49928
59842_LStarKtcGen;LStarKtcAlgorithm;28;85358
59842_LStarKtcGen;LStarKtcAlgorithm;31;2115
59842_LStarKtcGen;LStarKtcAlgorithm;32;49836
59842_LStarKtcGen;LStarKtcAlgorithm;33;2994
59843_LmstGen;LmstAlgorithm;1;310
59843_LmstGen;LmstAlgorithm;2;556
59843_LmstGen;LmstAlgorithm;3;1133
59843_LmstGen;LmstAlgorithm;4;34
59843_LmstGen;LmstAlgorithm;6;670
59843_LmstGen;LmstAlgorithm;7;1058
59843_LmstGen;LmstAlgorithm;8;681
59843_LmstGen;LmstAlgorithm;10;49
59843_LmstGen;LmstAlgorithm;11;690
59843_LmstGen;LmstAlgorithm;13;274
59843_LmstGen;LmstAlgorithm;14;464
59843_LmstGen;LmstAlgorithm;15;21
59843_LmstGen;LmstAlgorithm;16;391
59843_LmstGen;LmstAlgorithm;17;798
59843_LmstGen;LmstAlgorithm;18;1079
59843_LmstGen;LmstAlgorithm;19;67
59843_LmstGen;LmstAlgorithm;20;565
59843_LmstGen;LmstAlgorithm;22;447
59843_LmstGen;LmstAlgorithm;23;340
59843_LmstGen;LmstAlgorithm;24;953
59843_LmstGen;LmstAlgorithm;25;835
59843_LmstGen;LmstAlgorithm;26;297
59843_LmstGen;LmstAlgorithm;27;422
59843_LmstGen;LmstAlgorithm;28;135
59843_LmstGen;LmstAlgorithm;31;321
59843_LmstGen;LmstAlgorithm;32;612
59843_LmstGen;LmstAlgorithm;33;8
59844_KtcMan;aktc;1;28
59844_KtcMan;aktc;2;27
59844_KtcMan;aktc;3;328
59844_KtcMan;aktc;4;66
59844_KtcMan;aktc;6;123
59844_KtcMan;aktc;7;26
59844_KtcMan;aktc;8;50
59844_KtcMan;aktc;10;116
59844_KtcMan;aktc;11;41
59844_KtcMan;aktc;13;112
59844_KtcMan;aktc;14;68
59844_KtcMan;aktc;15;66
59844_KtcMan;aktc;16;72
59844_KtcMan;aktc;17;112
59844_KtcMan;aktc;18;197
59844_KtcMan;aktc;19;177
59844_KtcMan;aktc;20;353
59844_KtcMan;aktc;22;139
59844_KtcMan;aktc;23;314
59844_KtcMan;aktc;24;151
59844_KtcMan;aktc;25;143
59844_KtcMan;aktc;26;124
59844_KtcMan;aktc;27;89
59844_KtcMan;aktc;28;228
59844_KtcMan;aktc;31;163
59844_KtcMan;aktc;32;72
59844_KtcMan;aktc;33;86
59845_LStarKtcMan;lktc;1;88
59845_LStarKtcMan;lktc;2;38
59845_LStarKtcMan;lktc;3;514
59845_LStarKtcMan;lktc;4;81
59845_LStarKtcMan;lktc;6;127
59845_LStarKtcMan;lktc;7;32
59845_LStarKtcMan;lktc;8;64
59845_LStarKtcMan;lktc;10;121
59845_LStarKtcMan;lktc;11;78
59845_LStarKtcMan;lktc;13;225
59845_LStarKtcMan;lktc;14;98
59845_LStarKtcMan;lktc;15;121
59845_LStarKtcMan;lktc;16;120
59845_LStarKtcMan;lktc;17;133
59845_LStarKtcMan;lktc;18;211
59845_LStarKtcMan;lktc;19;149
59845_LStarKtcMan;lktc;20;556
59845_LStarKtcMan;lktc;22;151
59845_LStarKtcMan;lktc;23;354
59845_LStarKtcMan;lktc;24;321
59845_LStarKtcMan;lktc;25;234
59845_LStarKtcMan;lktc;26;396
59845_LStarKtcMan;lktc;27;116
59845_LStarKtcMan;lktc;28;366
59845_LStarKtcMan;lktc;31;280
59845_LStarKtcMan;lktc;32;67
59845_LStarKtcMan;lktc;33;137
59846_LmstMan;lmst;1;627
59846_LmstMan;lmst;2;508
59846_LmstMan;lmst;3;779
59846_LmstMan;lmst;4;1305
59846_LmstMan;lmst;6;182
59846_LmstMan;lmst;7;418
59846_LmstMan;lmst;8;605
59846_LmstMan;lmst;10;137
59846_LmstMan;lmst;11;659
59846_LmstMan;lmst;13;698
59846_LmstMan;lmst;14;1190
59846_LmstMan;lmst;15;573
59846_LmstMan;lmst;16;329
59846_LmstMan;lmst;17;864
59846_LmstMan;lmst;18;220
59846_LmstMan;lmst;19;430
59846_LmstMan;lmst;20;35
59846_LmstMan;lmst;22;147
59846_LmstMan;lmst;23;1042
59846_LmstMan;lmst;24;687
59846_LmstMan;lmst;25;772
59846_LmstMan;lmst;26;441
59846_LmstMan;lmst;27;883
59846_LmstMan;lmst;28;126
59846_LmstMan;lmst;31;1401
59846_LmstMan;lmst;32;544
59846_LmstMan;lmst;33;1022
59847_KtcGen;KtcAlgorithm;1;266
59847_KtcGen;KtcAlgorithm;2;150
59847_KtcGen;KtcAlgorithm;3;321
59847_KtcGen;KtcAlgorithm;4;425
59847_KtcGen;KtcAlgorithm;6;791
59847_KtcGen;KtcAlgorithm;7;123
59847_KtcGen;KtcAlgorithm;8;340
59847_KtcGen;KtcAlgorithm;10;581
59847_KtcGen;KtcAlgorithm;11;259
59847_KtcGen;KtcAlgorithm;13;764
59847_KtcGen;KtcAlgorithm;14;227
59847_KtcGen;KtcAlgorithm;15;393
59847_KtcGen;KtcAlgorithm;16;578
59847_KtcGen;KtcAlgorithm;17;364
59847_KtcGen;KtcAlgorithm;18;1281
59847_KtcGen;KtcAlgorithm;19;519
59847_KtcGen;KtcAlgorithm;20;118
59847_KtcGen;KtcAlgorithm;22;859
59847_KtcGen;KtcAlgorithm;23;294
59847_KtcGen;KtcAlgorithm;24;1062
59847_KtcGen;KtcAlgorithm;25;901
59847_KtcGen;KtcAlgorithm;26;809
59847_KtcGen;KtcAlgorithm;27;594
59847_KtcGen;KtcAlgorithm;28;467
59847_KtcGen;KtcAlgorithm;31;1038
59847_KtcGen;KtcAlgorithm;32;283
59847_KtcGen;KtcAlgorithm;33;558
59848_LStarKtcGen;LStarKtcAlgorithm;1;118988
59848_LStarKtcGen;LStarKtcAlgorithm;2;37293
59848_LStarKtcGen;LStarKtcAlgorithm;3;31410
59848_LStarKtcGen;LStarKtcAlgorithm;4;6929
59848_LStarKtcGen;LStarKtcAlgorithm;6;13154
59848_LStarKtcGen;LStarKtcAlgorithm;7;22645
59848_LStarKtcGen;LStarKtcAlgorithm;8;17916
59848_LStarKtcGen;LStarKtcAlgorithm;10;89726
59848_LStarKtcGen;LStarKtcAlgorithm;11;93750
59848_LStarKtcGen;LStarKtcAlgorithm;13;15448
59848_LStarKtcGen;LStarKtcAlgorithm;14;117494
59848_LStarKtcGen;LStarKtcAlgorithm;15;78708
