nodeCount;linkCount;worldSizeInMeters;isConnected;seed;avgOutdegree;avgIndegree;avgDegree;avgPairwiseHops;maxPairwiseHops;avgHopCountToBasestation;medianHopCountToBasestation;hopCountToBasestationMax;transmissionRangeInMeters
101.0;1302.0;600.0;1.0;5.0;12.891089108910892;12.891089108910892;25.782178217821784;6.329108910891089;7.0;2.3366336633663365;2.0;4.0;130.92145654980484
101.0;1238.0;600.0;1.0;6.0;12.257425742574258;12.257425742574258;24.514851485148515;6.4891089108910895;7.0;2.386138613861386;2.0;4.0;130.92145654980484
101.0;1216.0;600.0;1.0;7.0;12.03960396039604;12.03960396039604;24.07920792079208;6.685940594059406;8.0;2.504950495049505;3.0;4.0;130.92145654980484
101.0;1220.0;600.0;1.0;8.0;12.07920792079208;12.07920792079208;24.15841584158416;6.817029702970297;8.0;2.485148514851485;2.0;4.0;130.92145654980484
101.0;1276.0;600.0;1.0;9.0;12.633663366336634;12.633663366336634;25.26732673267327;6.4950495049504955;8.0;2.514851485148515;3.0;5.0;130.92145654980484
101.0;1248.0;600.0;1.0;10.0;12.356435643564357;12.356435643564357;24.712871287128714;6.587326732673267;7.0;2.514851485148515;3.0;4.0;130.92145654980484
101.0;1162.0;600.0;1.0;1.0;11.504950495049505;11.504950495049505;23.00990099009901;7.28990099009901;8.0;2.722772277227723;3.0;4.0;130.92145654980484
101.0;1214.0;600.0;1.0;2.0;12.01980198019802;12.01980198019802;24.03960396039604;6.6368316831683165;8.0;2.5544554455445545;3.0;4.0;130.92145654980484
101.0;1156.0;600.0;1.0;3.0;11.445544554455445;11.445544554455445;22.89108910891089;6.641188118811881;7.0;2.376237623762376;2.0;4.0;130.92145654980484
101.0;1192.0;600.0;1.0;4.0;11.801980198019802;11.801980198019802;23.603960396039604;6.936633663366337;9.0;2.564356435643565;3.0;5.0;130.92145654980484
101.0;1302.0;600.0;1.0;5.0;12.891089108910892;12.891089108910892;25.782178217821784;6.329108910891089;7.0;2.3366336633663365;2.0;4.0;130.92145654980484
101.0;1238.0;600.0;1.0;6.0;12.257425742574258;12.257425742574258;24.514851485148515;6.4891089108910895;7.0;2.386138613861386;2.0;4.0;130.92145654980484
101.0;1216.0;600.0;1.0;7.0;12.03960396039604;12.03960396039604;24.07920792079208;6.685940594059406;8.0;2.504950495049505;3.0;4.0;130.92145654980484
101.0;1220.0;600.0;1.0;8.0;12.07920792079208;12.07920792079208;24.15841584158416;6.817029702970297;8.0;2.485148514851485;2.0;4.0;130.92145654980484
101.0;1276.0;600.0;1.0;9.0;12.633663366336634;12.633663366336634;25.26732673267327;6.4950495049504955;8.0;2.514851485148515;3.0;5.0;130.92145654980484
101.0;1248.0;600.0;1.0;10.0;12.356435643564357;12.356435643564357;24.712871287128714;6.587326732673267;7.0;2.514851485148515;3.0;4.0;130.92145654980484
101.0;1162.0;600.0;1.0;1.0;11.504950495049505;11.504950495049505;23.00990099009901;7.28990099009901;8.0;2.722772277227723;3.0;4.0;130.92145654980484
101.0;1214.0;600.0;1.0;2.0;12.01980198019802;12.01980198019802;24.03960396039604;6.6368316831683165;8.0;2.5544554455445545;3.0;4.0;130.92145654980484
101.0;1156.0;600.0;1.0;3.0;11.445544554455445;11.445544554455445;22.89108910891089;6.641188118811881;7.0;2.376237623762376;2.0;4.0;130.92145654980484
101.0;1192.0;600.0;1.0;4.0;11.801980198019802;11.801980198019802;23.603960396039604;6.936633663366337;9.0;2.564356435643565;3.0;5.0;130.92145654980484
101.0;1302.0;600.0;1.0;5.0;12.891089108910892;12.891089108910892;25.782178217821784;6.329108910891089;7.0;2.3366336633663365;2.0;4.0;130.92145654980484
101.0;1238.0;600.0;1.0;6.0;12.257425742574258;12.257425742574258;24.514851485148515;6.4891089108910895;7.0;2.386138613861386;2.0;4.0;130.92145654980484
101.0;1216.0;600.0;1.0;7.0;12.03960396039604;12.03960396039604;24.07920792079208;6.685940594059406;8.0;2.504950495049505;3.0;4.0;130.92145654980484
101.0;1220.0;600.0;1.0;8.0;12.07920792079208;12.07920792079208;24.15841584158416;6.817029702970297;8.0;2.485148514851485;2.0;4.0;130.92145654980484
101.0;1276.0;600.0;1.0;9.0;12.633663366336634;12.633663366336634;25.26732673267327;6.4950495049504955;8.0;2.514851485148515;3.0;5.0;130.92145654980484
101.0;1248.0;600.0;1.0;10.0;12.356435643564357;12.356435643564357;24.712871287128714;6.587326732673267;7.0;2.514851485148515;3.0;4.0;130.92145654980484
101.0;4016.0;300.0;1.0;1.0;39.76237623762376;39.76237623762376;79.52475247524752;3.4495049504950495;4.0;1.3366336633663365;1.0;2.0;130.92145654980484
101.0;4074.0;300.0;1.0;2.0;40.336633663366335;40.336633663366335;80.67326732673267;3.428910891089109;4.0;1.3465346534653464;1.0;2.0;130.92145654980484
