cWorldSize;cNodeCount;cSeed;cAlgoId;cAlgoName;cAlgoMode;cKtcParameterK;cMinimumDistanceThresholdInMeters;iter;simulationTimeInMinutes;totalTimeInMinutes;nodeCountTotal;nodeCountEmpty;nodeCountAlive;edgeCountTotal;nodeOutdegreeAvg;numSCCsOutput;numSCCsInput;nodeCountReachableFromBaseStation;nodeCountInFacade;edgeCountInFacade;hopSpannerAvg;hopSpannerMax;tcTimeInMillis;tcLSMCountTotal;tcLSMCountAct;tcLSMCountInact;tcLSMCountClassification;tcLSMCountUnclassification;tcLSMCountEffective;ceTimeInMillis;ceRuleCountTotal;ceLSMCountTotal;ceLSMCountUnclassification;ceLSMCountEffective;ceLSMsPerRule;ceNodeAddtionCount;ceNodeRemovalCount;ceEdgeAdditionCount;ceEdgeRemovalCount;ceDistanceModCount;ceRemainingEnergyModCount;ceRequiredPowerModCount;statTimeInMillis;energyLevelAvg;energyLevelMin;energyLevelMax;energyPercentageAvg;energyPercentageMin;energyPercentageMax;tcViolationCount;ceCheckTimeInMillis;tcCheckTimeInMillis;remainingLifetimeMean;remainingLifetimeStddev;lifetimeOneKey;lifetimeFirstQuartileKey;lifetimeSecondQuartileKey;lifetimeThirdQuartileKey;lifetimeAllKey
600;251;10;1;D_KTC;I;1.41;0.0;1;1.000;0.02;251;0;251;7868;31.3;1;1;251.00;251;7868;1.26;4.00;513.00;7868;694;7174;7868;0;7868;478.00;8119;7868;7868;7868;0;251;0;7868;0;0;0;0;154.00;4067354313.22;39495815.19;1000000000000.00;64.47;30.38;100.00;0;18.00;72.00;16774.87;260286.70;-1.00;-1.00;-1.00;-1.00;-1.00
600;251;10;1;D_KTC;I;1.41;0.0;2;2.000;0.28;251;0;251;8190;32.6;1;1;251.00;251;8190;1.31;4.00;191.00;3742;628;3114;3742;0;3742;2726.00;28818;3754;3754;3754;0;0;0;2098;1776;6092;0;6092;74.00;4067058979.48;39062884.37;999999482335.64;64.24;30.05;100.00;0;29.00;61.00;16827.91;261124.78;-1.00;-1.00;-1.00;-1.00;-1.00
600;251;10;1;D_KTC;I;1.41;0.0;3;3.000;0.53;251;0;251;8330;33.2;1;1;251.00;251;8330;1.28;4.00;129.00;3716;620;3096;3716;0;3716;2471.00;28606;3726;3726;3726;0;0;0;2080;1940;6058;0;6058;64.00;4066685628.45;38430212.72;999998382697.01;63.96;29.56;100.00;0;29.00;63.00;16762.65;260095.91;-1.00;-1.00;-1.00;-1.00;-1.00
600;251;10;1;D_KTC;I;1.41;0.0;4;4.000;0.78;251;0;251;8330;33.2;1;1;251.00;251;8330;1.28;4.00;1.00;0;0;0;0;0;0;2449.00;18418;0;0;0;0;0;0;0;0;4604;0;4604;70.00;4066312926.65;37843319.73;999996860724.87;63.68;29.11;100.00;0;61.00;63.00;16762.60;260095.91;-1.00;-1.00;-1.00;-1.00;-1.00
600;251;10;1;D_KTC;I;1.41;0.0;5;5.000;1.01;251;0;251;8330;33.2;1;1;251.00;251;8330;1.20;5.00;1.00;0;0;0;0;0;0;2466.00;18686;0;0;0;0;0;0;0;0;4670;0;4670;88.00;4065945867.51;37466879.29;999994991509.86;63.40;28.82;100.00;0;60.00;63.00;16762.40;260095.93;-1.00;-1.00;-1.00;-1.00;-1.00
600;251;10;1;D_KTC;I;1.41;0.0;6;6.000;1.23;251;0;251;8392;33.4;1;1;251.00;251;8392;1.13;3.00;195.00;5544;660;4884;5544;0;5544;2066.00;24819;6078;6078;6078;0;0;0;4168;4106;4015;0;4015;62.00;4065583498.62;36951050.82;999992514286.85;63.13;28.42;100.00;0;22.00;72.00;16768.36;260194.44;-1.00;-1.00;-1.00;-1.00;-1.00
600;251;10;1;D_KTC;I;1.41;0.0;7;7.000;1.46;251;0;251;8392;33.4;1;1;251.00;251;8392;1.13;3.00;1.00;0;0;0;0;0;0;1465.00;10208;0;0;0;0;0;0;0;0;2550;0;2550;61.00;4065215776.58;36139286.63;999990664116.81;62.85;27.80;100.00;0;69.00;70.00;16767.97;260194.46;-1.00;-1.00;-1.00;-1.00;-1.00
600;251;10;1;D_KTC;I;1.41;0.0;8;8.000;1.67;251;0;251;8392;33.4;1;1;251.00;251;8392;1.13;3.00;1.00;0;0;0;0;0;0;1653.00;11201;0;0;0;0;0;0;0;0;2796;0;2796;60.00;4064847770.31;35306159.51;999989767169.64;62.57;27.16;100.00;0;69.00;70.00;16767.17;260194.52;-1.00;-1.00;-1.00;-1.00;-1.00
600;251;10;1;D_KTC;I;1.41;0.0;9;9.000;1.88;251;0;251;8392;33.4;1;1;251.00;251;8392;1.21;5.00;0.00;0;0;0;0;0;0;1931.00;12552;0;0;0;0;0;0;0;0;3131;0;3131;83.00;4064489000.30;34882660.55;999988040403.01;62.30;26.83;100.00;0;68.00;70.00;16765.74;260194.61;-1.00;-1.00;-1.00;-1.00;-1.00
600;251;10;1;D_KTC;I;1.41;0.0;10;10.000;2.11;251;0;251;8654;34.5;1;1;251.00;251;8654;1.38;5.00;216.00;6306;676;5630;6306;0;6306;2039.00;24124;7030;7030;7030;0;0;0;5030;4768;3444;0;3444;64.00;4064132684.87;34453917.96;999985399348.74;62.03;26.50;100.00;0;17.00;77.00;16729.08;259632.50;-1.00;-1.00;-1.00;-1.00;-1.00
