cWorldSize;cNodeCount;cSeed;cAlgoId;cAlgoName;cAlgoMode;cKtcParameterK;cMinimumDistanceThresholdInMeters;iter;simulationTimeInMinutes;totalTimeInMinutes;nodeCountTotal;nodeCountEmpty;nodeCountAlive;edgeCountTotal;nodeOutdegreeAvg;numSCCsOutput;numSCCsInput;nodeCountReachableFromBaseStation;nodeCountInFacade;edgeCountInFacade;hopSpannerAvg;hopSpannerMax;tcTimeInMillis;tcLSMCountTotal;tcLSMCountAct;tcLSMCountInact;tcLSMCountClassification;tcLSMCountUnclassification;tcLSMCountEffective;ceTimeInMillis;ceRuleCountTotal;ceLSMCountTotal;ceLSMCountUnclassification;ceLSMCountEffective;ceLSMsPerRule;ceNodeAddtionCount;ceNodeRemovalCount;ceEdgeAdditionCount;ceEdgeRemovalCount;ceDistanceModCount;ceRemainingEnergyModCount;ceRequiredPowerModCount;statTimeInMillis;energyLevelAvg;energyLevelMin;energyLevelMax;energyPercentageAvg;energyPercentageMin;energyPercentageMax;tcViolationCount;ceCheckTimeInMillis;tcCheckTimeInMillis;remainingLifetimeMean;remainingLifetimeStddev;lifetimeOneKey;lifetimeFirstQuartileKey;lifetimeSecondQuartileKey;lifetimeThirdQuartileKey;lifetimeAllKey
900;251;6;1;D_KTC;B;1.41;0.0;1;1.000;0.01;251;0;251;3556;14.2;1;1;251.00;251;3556;2.36;9.00;253.00;3556;718;2838;3556;0;3556;289.00;3807;3556;3556;3556;0;251;0;3556;0;0;0;0;91.00;4067659517.67;39256310.86;1000000000000.00;64.70;30.20;100.00;0;2.00;23.00;16765.88;260060.47;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;6;1;D_KTC;B;1.41;0.0;2;2.000;0.36;251;0;251;3556;14.2;1;1;251.00;251;3556;2.36;9.00;181.00;3556;718;2838;3556;0;3556;61.00;14727;0;0;0;0;0;0;0;0;3556;0;3556;56.00;4067356294.12;38885175.52;999999694992.61;64.47;29.91;100.00;0;0.00;23.00;16765.88;260060.47;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;6;1;D_KTC;B;1.41;0.0;3;3.000;0.69;251;0;251;3556;14.2;1;1;251.00;251;3556;2.36;9.00;100.00;3556;718;2838;3556;0;3556;34.00;14225;0;0;0;0;0;0;0;0;3556;0;3556;54.00;4066947191.00;38301873.31;999999246793.47;64.16;29.46;100.00;0;0.00;14.00;16765.88;260060.47;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;6;1;D_KTC;B;1.41;0.0;4;4.000;1.02;251;0;251;3556;14.2;1;1;251.00;251;3556;2.36;9.00;94.00;3556;718;2838;3556;0;3556;19.00;14225;0;0;0;0;0;0;0;0;3556;0;3556;52.00;4066538206.58;37706356.39;999998792524.35;63.84;29.00;100.00;0;0.00;14.00;16765.88;260060.47;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;6;1;D_KTC;B;1.41;0.0;5;5.000;1.34;251;0;251;3556;14.2;1;1;251.00;251;3556;2.36;9.00;91.00;3556;718;2838;3556;0;3556;21.00;14231;0;0;0;0;0;0;0;0;3556;0;3556;51.00;4066129192.68;37113583.78;999998348035.65;63.53;28.55;100.00;0;0.00;13.00;16765.61;260060.49;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;6;1;D_KTC;B;1.41;0.0;6;6.000;1.66;251;0;251;3556;14.2;1;1;251.00;251;3556;2.36;9.00;89.00;3556;718;2838;3556;0;3556;21.00;14245;0;0;0;0;0;0;0;0;3556;0;3556;51.00;4065720451.66;36529738.12;999997925092.03;63.22;28.10;100.00;0;0.00;13.00;16764.72;260060.55;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;6;1;D_KTC;B;1.41;0.0;7;7.000;1.99;251;0;251;3556;14.2;1;1;251.00;251;3556;2.36;9.00;88.00;3556;718;2838;3556;0;3556;20.00;14238;0;0;0;0;0;0;0;0;3556;0;3556;51.00;4065311323.09;35961216.13;999997475261.92;62.90;27.66;100.00;0;0.00;13.00;16764.08;260060.59;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;6;1;D_KTC;B;1.41;0.0;8;8.000;2.31;251;0;251;3556;14.2;1;1;251.00;251;3556;2.36;9.00;89.00;3556;718;2838;3556;0;3556;20.00;14252;0;0;0;0;0;0;0;0;3556;0;3556;50.00;4064902648.66;35388070.52;999997023732.67;62.59;27.22;100.00;0;0.00;13.00;16762.46;260060.69;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;6;1;D_KTC;B;1.41;0.0;9;9.000;2.63;251;0;251;3556;14.2;1;1;251.00;251;3556;2.36;9.00;88.00;3556;718;2838;3556;0;3556;19.00;14245;0;0;0;0;0;0;0;0;3556;0;3556;51.00;4064493794.05;34802314.14;999996578717.49;62.28;26.77;100.00;0;0.00;12.00;16761.14;260060.78;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;6;1;D_KTC;B;1.41;0.0;10;10.000;2.96;251;0;251;3556;14.2;1;1;251.00;251;3556;2.36;9.00;90.00;3556;718;2838;3556;0;3556;19.00;14256;0;0;0;0;0;0;0;0;3556;0;3556;51.00;4064085055.17;34226286.71;999996121738.72;61.97;26.33;100.00;0;0.00;11.00;16759.16;260060.90;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;6;1;D_KTC;B;1.41;0.0;11;11.000;3.29;251;0;251;3556;14.2;1;1;251.00;251;3556;2.36;9.00;143.00;3556;718;2838;3556;0;3556;18.00;14248;0;0;0;0;0;0;0;0;3556;0;3556;52.00;4063675780.84;33653862.68;999995700850.99;61.65;25.89;100.00;0;0.00;12.00;16757.72;260060.99;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;6;1;D_KTC;B;1.41;0.0;12;12.000;3.62;251;0;251;3556;14.2;1;1;251.00;251;3556;2.36;9.00;97.00;3556;718;2838;3556;0;3556;19.00;14246;0;0;0;0;0;0;0;0;3556;0;3556;53.00;4063266886.86;33074155.17;999995239511.04;61.34;25.44;100.00;0;0.00;12.00;16756.19;260061.09;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;6;1;D_KTC;B;1.41;0.0;13;13.000;3.94;251;0;251;3556;14.2;1;1;251.00;251;3556;2.36;9.00;96.00;3556;718;2838;3556;0;3556;19.00;14246;0;0;0;0;0;0;0;0;3556;0;3556;53.00;4062858120.15;32509352.57;999994797192.54;61.03;25.01;100.00;0;0.00;12.00;16754.84;260061.18;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;6;1;D_KTC;B;1.41;0.0;14;14.000;4.27;251;0;251;3556;14.2;1;1;251.00;251;3556;2.36;9.00;89.00;3556;718;2838;3556;0;3556;17.00;14274;0;0;0;0;0;0;0;0;3556;0;3556;51.00;4062448806.17;31901504.82;999994340387.06;60.71;24.54;100.00;0;0.00;11.00;16751.83;260061.37;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;6;1;D_KTC;B;1.41;0.0;15;15.000;4.59;251;0;251;3556;14.2;1;1;251.00;251;3556;2.36;9.00;89.00;3556;718;2838;3556;0;3556;18.00;14253;0;0;0;0;0;0;0;0;3556;0;3556;53.00;4062040069.09;31298128.03;999993880472.68;60.40;24.08;100.00;0;0.00;11.00;16750.05;260061.48;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;6;1;D_KTC;B;1.41;0.0;16;16.000;4.92;251;0;251;3556;14.2;1;1;251.00;251;3556;2.36;9.00;88.00;3556;718;2838;3556;0;3556;17.00;14245;0;0;0;0;0;0;0;0;3556;0;3556;52.00;4061630716.17;30710979.99;999993440144.49;60.09;23.62;100.00;0;0.00;12.00;16748.78;260061.56;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;6;1;D_KTC;B;1.41;0.0;17;17.000;5.25;251;0;251;3556;14.2;1;1;251.00;251;3556;2.36;9.00;95.00;3556;718;2838;3556;0;3556;18.00;14243;0;0;0;0;0;0;0;0;3556;0;3556;51.00;4061221361.77;30087848.34;999992981029.37;59.77;23.14;100.00;0;0.00;11.00;16747.64;260061.63;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;6;1;D_KTC;B;1.41;0.0;18;18.000;5.57;251;0;251;3556;14.2;1;1;251.00;251;3556;2.36;9.00;91.00;3556;718;2838;3556;0;3556;18.00;14260;0;0;0;0;0;0;0;0;3556;0;3556;54.00;4060812924.46;29470650.49;999992526814.32;59.46;22.67;100.00;0;0.00;12.00;16745.74;260061.75;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;6;1;D_KTC;B;1.41;0.0;19;19.000;5.90;251;0;251;3556;14.2;1;1;251.00;251;3556;2.36;9.00;92.00;3556;718;2838;3556;0;3556;20.00;14245;0;0;0;0;0;0;0;0;3556;0;3556;50.00;4060404341.43;28855164.99;999992085892.08;59.15;22.20;100.00;0;0.00;11.00;16744.61;260061.82;-1.00;-1.00;-1.00;-1.00;-1.00
