cWorldSize;cNodeCount;cSeed;cAlgoId;cAlgoName;cAlgoMode;cKtcParameterK;cMinimumDistanceThresholdInMeters;iter;simulationTimeInMinutes;totalTimeInMinutes;nodeCountTotal;nodeCountEmpty;nodeCountAlive;edgeCountTotal;nodeOutdegreeAvg;numSCCsOutput;numSCCsInput;nodeCountReachableFromBaseStation;nodeCountInFacade;edgeCountInFacade;hopSpannerAvg;hopSpannerMax;tcTimeInMillis;tcLSMCountTotal;tcLSMCountAct;tcLSMCountInact;tcLSMCountClassification;tcLSMCountUnclassification;tcLSMCountEffective;ceTimeInMillis;ceRuleCountTotal;ceLSMCountTotal;ceLSMCountUnclassification;ceLSMCountEffective;ceLSMsPerRule;ceNodeAddtionCount;ceNodeRemovalCount;ceEdgeAdditionCount;ceEdgeRemovalCount;ceDistanceModCount;ceRemainingEnergyModCount;ceRequiredPowerModCount;statTimeInMillis;energyLevelAvg;energyLevelMin;energyLevelMax;energyPercentageAvg;energyPercentageMin;energyPercentageMax;tcViolationCount;ceCheckTimeInMillis;tcCheckTimeInMillis;remainingLifetimeMean;remainingLifetimeStddev;lifetimeOneKey;lifetimeFirstQuartileKey;lifetimeSecondQuartileKey;lifetimeThirdQuartileKey;lifetimeAllKey
900;251;1;1;D_KTC;I;1.41;0.0;1;1.000;0.01;251;0;251;3498;13.9;1;1;251.00;251;3498;2.30;8.00;190.00;3498;730;2768;3498;0;3498;238.00;3749;3498;3498;3498;0;251;0;3498;0;0;0;0;83.00;4065086031.01;39249429.09;1000000000000.00;62.72;30.19;100.00;0;6.00;21.00;16735.27;259772.94;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;1;1;D_KTC;I;1.41;0.0;2;2.000;0.35;251;0;251;3498;13.9;1;1;251.00;251;3498;2.30;8.00;19.00;0;0;0;0;0;0;452.00;14495;0;0;0;0;0;0;0;0;3498;0;3498;58.00;4064781962.34;38919621.57;999999629258.75;62.49;29.94;100.00;0;16.00;41.00;16735.27;259772.94;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;1;1;D_KTC;I;1.41;0.0;3;3.000;0.69;251;0;251;3498;13.9;1;1;251.00;251;3498;2.30;8.00;1.00;0;0;0;0;0;0;331.00;13993;0;0;0;0;0;0;0;0;3498;0;3498;53.00;4064372664.49;38443115.46;999999046823.99;62.18;29.57;100.00;0;12.00;12.00;16735.27;259772.94;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;1;1;D_KTC;I;1.41;0.0;4;4.000;1.02;251;0;251;3498;13.9;1;1;251.00;251;3498;2.30;8.00;0.00;0;0;0;0;0;0;319.00;13993;0;0;0;0;0;0;0;0;3498;0;3498;53.00;4063962785.08;37971010.22;999998453180.36;61.86;29.21;100.00;0;11.00;13.00;16735.27;259772.94;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;1;1;D_KTC;I;1.41;0.0;5;5.000;1.35;251;0;251;3498;13.9;1;1;251.00;251;3498;2.30;8.00;0.00;0;0;0;0;0;0;321.00;14000;0;0;0;0;0;0;0;0;3498;0;3498;51.00;4063552931.45;37499310.92;999997870678.82;61.55;28.85;100.00;0;12.00;12.00;16734.95;259772.96;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;1;1;D_KTC;I;1.41;0.0;6;6.000;1.68;251;0;251;3498;13.9;1;1;251.00;251;3498;2.30;8.00;1.00;0;0;0;0;0;0;335.00;14010;0;0;0;0;0;0;0;0;3498;0;3498;52.00;4063142288.79;37024158.40;999997281936.02;61.24;28.48;100.00;0;10.00;10.00;16734.16;259773.01;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;1;1;D_KTC;I;1.41;0.0;7;7.000;2.02;251;0;251;3498;13.9;1;1;251.00;251;3498;2.30;8.00;1.00;0;0;0;0;0;0;318.00;14004;0;0;0;0;0;0;0;0;3498;0;3498;53.00;4062732480.40;36550207.45;999996704021.89;60.92;28.12;100.00;0;10.00;10.00;16733.56;259773.05;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;1;1;D_KTC;I;1.41;0.0;8;8.000;2.34;251;0;251;3498;13.9;1;1;251.00;251;3498;2.30;8.00;0.00;0;0;0;0;0;0;314.00;14011;0;0;0;0;0;0;0;0;3498;0;3498;53.00;4062322915.72;36079092.33;999996138121.50;60.61;27.75;100.00;0;10.00;11.00;16732.54;259773.11;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;1;1;D_KTC;I;1.41;0.0;9;9.000;2.67;251;0;251;3498;13.9;1;1;251.00;251;3498;2.30;8.00;0.00;0;0;0;0;0;0;311.00;14020;0;0;0;0;0;0;0;0;3498;0;3498;51.00;4061913196.14;35585700.38;999995557789.43;60.30;27.37;100.00;0;10.00;10.00;16730.73;259773.23;-1.00;-1.00;-1.00;-1.00;-1.00
900;251;1;1;D_KTC;I;1.41;0.0;10;10.000;3.00;251;0;251;3498;13.9;1;1;251.00;251;3498;2.30;8.00;0.00;0;0;0;0;0;0;312.00;14024;0;0;0;0;0;0;0;0;3498;0;3498;52.00;4061503644.37;35095762.45;999994957694.63;59.98;27.00;100.00;0;10.00;10.00;16728.92;259773.34;-1.00;-1.00;-1.00;-1.00;-1.00
