cWorldSize;cNodeCount;cSeed;cAlgoId;cAlgoName;cAlgoMode;cKtcParameterK;cMinimumDistanceThresholdInMeters;iter;simulationTimeInMinutes;totalTimeInMinutes;nodeCountTotal;nodeCountEmpty;nodeCountAlive;edgeCountTotal;nodeOutdegreeAvg;numSCCsOutput;numSCCsInput;nodeCountReachableFromBaseStation;nodeCountInFacade;edgeCountInFacade;hopSpannerAvg;hopSpannerMax;tcTimeInMillis;tcLSMCountTotal;tcLSMCountAct;tcLSMCountInact;tcLSMCountClassification;tcLSMCountUnclassification;tcLSMCountEffective;ceTimeInMillis;ceRuleCountTotal;ceLSMCountTotal;ceLSMCountUnclassification;ceLSMCountEffective;ceLSMsPerRule;ceNodeAddtionCount;ceNodeRemovalCount;ceEdgeAdditionCount;ceEdgeRemovalCount;ceDistanceModCount;ceRemainingEnergyModCount;ceRequiredPowerModCount;statTimeInMillis;energyLevelAvg;energyLevelMin;energyLevelMax;energyPercentageAvg;energyPercentageMin;energyPercentageMax;tcViolationCount;ceCheckTimeInMillis;tcCheckTimeInMillis;remainingLifetimeMean;remainingLifetimeStddev;lifetimeOneKey;lifetimeFirstQuartileKey;lifetimeSecondQuartileKey;lifetimeThirdQuartileKey;lifetimeAllKey
300;251;2;1;D_KTC;B;1.41;0.0;1;1.000;0.06;251;0;251;23166;92.3;1;1;251.00;251;23166;1.42;4.00;1482.00;23166;714;22452;23166;0;23166;1388.00;23417;23166;23166;23166;0;251;0;23166;0;0;0;0;157.00;4069052371.55;39117715.67;1000000000000.00;65.77;30.09;100.00;0;0.00;593.00;16748.32;259772.11;-1.00;-1.00;-1.00;-1.00;-1.00
300;251;2;1;D_KTC;B;1.41;0.0;2;2.000;0.29;251;0;251;23166;92.3;1;1;251.00;251;23166;1.42;4.00;1248.00;23166;714;22452;23166;0;23166;203.00;93167;0;0;0;0;0;0;0;0;23166;0;23166;79.00;4068770997.00;38821836.58;999997653080.63;65.57;29.86;100.00;0;0.00;593.00;16748.32;259772.11;-1.00;-1.00;-1.00;-1.00;-1.00
300;251;2;1;D_KTC;B;1.41;0.0;3;3.000;0.49;251;0;251;23166;92.3;1;1;251.00;251;23166;1.42;4.00;1201.00;23166;714;22452;23166;0;23166;141.00;92666;0;0;0;0;0;0;0;0;23166;0;23166;79.00;4068441435.95;38545512.50;999991499084.37;65.33;29.65;100.00;0;0.00;593.00;16748.28;259772.11;-1.00;-1.00;-1.00;-1.00;-1.00
300;251;2;1;D_KTC;B;1.41;0.0;4;4.000;0.68;251;0;251;23166;92.3;1;1;251.00;251;23166;1.42;4.00;1233.00;23166;714;22452;23166;0;23166;125.00;92667;0;0;0;0;0;0;0;0;23166;0;23166;94.00;4068123845.67;38365657.29;999983608258.44;65.11;29.51;100.00;0;0.00;577.00;16748.15;259772.12;-1.00;-1.00;-1.00;-1.00;-1.00
300;251;2;1;D_KTC;B;1.41;0.0;5;5.000;0.88;251;0;251;23166;92.3;1;1;251.00;251;23166;1.25;3.00;1170.00;23166;714;22452;23166;0;23166;109.00;92667;0;0;0;0;0;0;0;0;23166;0;23166;188.00;4067806757.99;37991638.49;999975239843.18;64.89;29.22;100.00;0;0.00;577.00;16748.05;259772.13;-1.00;-1.00;-1.00;-1.00;-1.00
300;251;2;1;D_KTC;B;1.41;0.0;6;6.000;1.26;251;0;251;27366;109.0;1;1;251.00;251;27366;1.19;2.00;1576.00;27366;726;26640;27366;0;27366;10188.00;74575;15636;15636;15636;0;0;0;15620;11420;11746;0;11746;111.00;4067491113.99;37459680.14;999966832412.24;64.67;28.82;100.00;0;0.00;858.00;16745.60;259736.23;-1.00;-1.00;-1.00;-1.00;-1.00
300;251;2;1;D_KTC;B;1.41;0.0;7;7.000;1.48;251;0;251;27366;109.0;1;1;251.00;251;27366;1.19;2.00;1545.00;27366;726;26640;27366;0;27366;109.00;50189;0;0;0;0;0;0;0;0;12545;0;12545;94.00;4067160219.38;37111280.25;999961867817.01;64.44;28.55;100.00;0;0.00;842.00;16745.16;259736.26;-1.00;-1.00;-1.00;-1.00;-1.00
300;251;2;1;D_KTC;B;1.41;0.0;8;8.000;1.69;251;0;251;27366;109.0;1;1;251.00;251;27366;1.19;2.00;1576.00;27366;726;26640;27366;0;27366;110.00;49961;0;0;0;0;0;0;0;0;12488;0;12488;110.00;4066831873.81;36921557.06;999959538581.86;64.19;28.40;100.00;0;0.00;842.00;16744.67;259736.29;-1.00;-1.00;-1.00;-1.00;-1.00
300;251;2;1;D_KTC;B;1.41;0.0;9;9.000;1.91;251;0;251;27366;109.0;1;1;251.00;251;27366;1.19;2.00;1575.00;27366;726;26640;27366;0;27366;110.00;49521;0;0;0;0;0;0;0;0;12378;0;12378;95.00;4066510766.57;36746325.20;999955679583.96;63.96;28.27;100.00;0;0.00;858.00;16744.17;259736.32;-1.00;-1.00;-1.00;-1.00;-1.00
300;251;2;1;D_KTC;B;1.41;0.0;10;10.000;2.13;251;0;251;27366;109.0;1;1;251.00;251;27366;1.19;2.00;1592.00;27366;726;26640;27366;0;27366;110.00;50192;0;0;0;0;0;0;0;0;12545;0;12545;95.00;4066193235.54;36572522.92;999951547369.41;63.72;28.13;100.00;0;0.00;858.00;16743.52;259736.36;-1.00;-1.00;-1.00;-1.00;-1.00
