cWorldSize;cNodeCount;cSeed;cAlgoId;cAlgoName;cAlgoMode;cKtcParameterK;cMinimumDistanceThresholdInMeters;iter;simulationTimeInMinutes;totalTimeInMinutes;nodeCountTotal;nodeCountEmpty;nodeCountAlive;edgeCountTotal;nodeOutdegreeAvg;numSCCsOutput;numSCCsInput;nodeCountReachableFromBaseStation;nodeCountInFacade;edgeCountInFacade;hopSpannerAvg;hopSpannerMax;tcTimeInMillis;tcLSMCountTotal;tcLSMCountAct;tcLSMCountInact;tcLSMCountClassification;tcLSMCountUnclassification;tcLSMCountEffective;ceTimeInMillis;ceRuleCountTotal;ceLSMCountTotal;ceLSMCountUnclassification;ceLSMCountEffective;ceLSMsPerRule;ceNodeAddtionCount;ceNodeRemovalCount;ceEdgeAdditionCount;ceEdgeRemovalCount;ceDistanceModCount;ceRemainingEnergyModCount;ceRequiredPowerModCount;statTimeInMillis;energyLevelAvg;energyLevelMin;energyLevelMax;energyPercentageAvg;energyPercentageMin;energyPercentageMax;tcViolationCount;ceCheckTimeInMillis;tcCheckTimeInMillis;remainingLifetimeMean;remainingLifetimeStddev;lifetimeOneKey;lifetimeFirstQuartileKey;lifetimeSecondQuartileKey;lifetimeThirdQuartileKey;lifetimeAllKey
300;101;4;1;D_KTC;B;1.41;0.0;1;1.000;0.01;101;0;101;4260;42.2;1;1;101.00;101;4260;1.46;4.00;234.00;4260;274;3986;4260;0;4260;233.00;4361;4260;4260;4260;0;101;0;4260;0;0;0;0;43.00;9987933850.50;39186010.84;1000000000000.00;67.87;30.14;100.00;0;2.00;57.00;41222.64;410639.97;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;4;1;D_KTC;B;1.41;0.0;2;2.000;0.07;101;0;101;5004;49.5;1;1;101.00;101;5004;1.68;4.00;183.00;5004;290;4714;5004;0;5004;604.00;16899;1300;1300;1300;0;0;0;1300;556;3704;0;3704;21.00;9987644348.76;38977637.78;999998192253.91;67.66;29.98;100.00;0;0.00;67.00;41299.29;411411.16;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;4;1;D_KTC;B;1.41;0.0;3;3.000;0.13;101;0;101;5090;50.4;1;1;101.00;101;5090;1.86;6.00;121.00;5090;276;4814;5090;0;5090;445.00;17947;970;970;970;0;0;0;970;884;3988;0;3988;16.00;9987256882.17;38748949.49;999994761066.92;67.39;29.81;100.00;0;0.00;66.00;41299.51;411411.14;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;4;1;D_KTC;B;1.41;0.0;4;4.000;0.19;101;0;101;5098;50.5;1;1;101.00;101;5098;2.07;5.00;128.00;5098;282;4816;5098;0;5098;438.00;17921;1012;1012;1012;0;0;0;1012;1004;3937;0;3937;13.00;9986832698.64;38529142.07;999991334953.10;67.09;29.64;100.00;0;0.00;73.00;41182.90;410246.29;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;4;1;D_KTC;B;1.41;0.0;5;5.000;0.26;101;0;101;4894;48.5;1;1;101.00;101;4894;2.35;6.00;128.00;4894;260;4634;4894;0;4894;341.00;17359;790;790;790;0;0;0;788;992;3858;0;3858;13.00;9986340664.85;38280129.28;999987880264.70;66.74;29.45;100.00;0;0.00;68.00;41326.97;411694.91;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;4;1;D_KTC;B;1.41;0.0;6;6.000;0.33;101;0;101;4572;45.3;1;1;101.00;101;4572;2.36;6.00;103.00;4572;264;4308;4572;0;4572;235.00;16346;670;670;670;0;0;0;670;992;3635;0;3635;11.00;9985750393.95;36837357.62;999984698453.36;66.31;28.34;100.00;0;0.00;55.00;41146.01;409888.77;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;4;1;D_KTC;B;1.41;0.0;7;7.000;0.39;101;0;101;4330;42.9;1;1;101.00;101;4330;2.25;6.00;98.00;4330;280;4050;4330;0;4330;225.00;15021;674;674;674;0;0;0;674;916;3318;0;3318;10.00;9985171287.25;34117041.17;999981379071.44;65.89;26.24;100.00;0;0.00;48.00;41117.20;409610.88;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;4;1;D_KTC;B;1.41;0.0;8;8.000;0.45;101;0;101;4462;44.2;1;1;101.00;101;4462;2.27;6.00;108.00;4462;278;4184;4462;0;4462;314.00;14980;834;834;834;0;0;0;834;702;3325;0;3325;11.00;9984693014.60;33781584.98;999977947315.44;65.54;25.99;100.00;0;0.00;52.00;41271.58;411174.77;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;4;1;D_KTC;B;1.41;0.0;9;9.000;0.53;101;0;101;4592;45.5;1;1;101.00;101;4592;2.26;6.00;113.00;4592;284;4308;4592;0;4592;309.00;15217;810;810;810;0;0;0;810;680;3395;0;3395;10.00;9984157830.79;33479086.56;999974593550.03;65.16;25.75;100.00;0;0.00;57.00;41303.82;411506.65;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;4;1;D_KTC;B;1.41;0.0;10;10.000;0.59;101;0;101;4644;46.0;1;1;101.00;101;4644;2.41;6.00;119.00;4644;278;4366;4644;0;4644;323.00;15618;814;814;814;0;0;0;814;762;3474;0;3474;11.00;9983588232.82;33134715.69;999971183606.44;64.75;25.49;100.00;0;0.00;58.00;41091.79;409398.21;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;4;1;D_KTC;B;1.41;0.0;11;11.000;0.68;101;0;101;4830;47.8;1;1;101.00;101;4830;2.54;6.00;125.00;4830;280;4550;4830;0;4830;352.00;16040;882;882;882;0;0;0;880;694;3580;0;3580;12.00;9983023913.39;32908930.59;999968486132.48;64.33;25.31;100.00;0;0.00;63.00;41298.68;411507.17;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;4;1;D_KTC;B;1.41;0.0;12;12.000;0.77;101;0;101;4654;46.1;2;1;101.00;101;4654;NaN;NaN;120.00;4654;274;4380;4654;0;4654;322.00;15809;792;792;792;0;0;0;790;966;3477;0;3477;10.00;9982394888.45;32610961.98;999966178141.94;63.87;25.09;100.00;0;0.00;58.00;41080.07;409335.63;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;4;1;D_KTC;B;1.41;0.0;13;13.000;0.85;101;0;101;4528;44.8;1;1;101.00;101;4528;3.02;8.00;106.00;4528;266;4262;4528;0;4528;265.00;15513;786;786;786;0;0;0;786;912;3412;0;3412;9.00;9981764385.98;32317072.07;999963960226.88;63.40;24.86;100.00;0;0.00;51.00;41077.74;409335.86;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;4;1;D_KTC;B;1.41;0.0;14;14.000;0.94;101;0;101;4382;43.4;1;1;101.00;101;4382;3.08;9.00;99.00;4382;282;4100;4382;0;4382;214.00;14779;634;634;634;0;0;0;634;780;3306;0;3306;8.00;9981129130.51;32000236.56;999961551684.57;62.93;24.62;100.00;0;0.00;48.00;41148.47;410071.20;-1.00;-1.00;-1.00;-1.00;-1.00
