ID;IDLE;RECV;SEND;Total
1;5794654.4;3789700.5;18079100.2;27663455.1
2;5800491.8;2672802.8;14967726.4;23441021.0
3;5786262.0;4728454.8;20105527.6;30620244.4
4;5802433.3;6922024.2;11501113.1;24225570.7
5;5802532.7;2323863.9;15025948.9;23152345.4
6;5793679.2;3954203.4;18043142.2;27791024.8
7;5784384.2;5139589.8;21221609.3;32145583.4
8;5799458.9;5523006.8;13643858.8;24966324.5
9;5824314.2;0.0;3897735.2;9722049.4
10;5824493.3;0.0;3805594.4;9630087.7
11;5823683.8;0.0;4221969.4;10045653.3
12;5799691.1;2916971.9;13239280.9;21955943.9
13;5800341.0;2665166.9;15065923.3;23531431.2
14;5823565.0;0.0;4283080.0;10106645.0
15;5814061.9;1269308.6;8789829.3;15873199.7
16;5794728.8;5783595.6;16324144.1;27902468.5
17;5800161.7;4845963.8;15532814.9;26178940.3
18;5822890.1;0.0;4630228.6;10453118.7
19;5823035.6;0.0;4555386.1;10378421.7
20;5785532.3;5335262.6;20428998.6;31549793.5
21;5790152.8;5823207.9;17536961.1;29150321.9
22;5823871.3;0.0;4125554.1;9949425.3
23;5808586.6;1280971.7;11576712.2;18666270.5
24;5794944.2;4705128.7;15509930.5;26010003.4
25;5799470.3;2949472.3;14589947.5;23338890.2
26;5787187.3;4859566.0;19075252.3;29722005.5
27;5824161.2;0.0;3976419.0;9800580.2
28;5783411.0;5787109.2;22243952.0;33814472.2
29;5792149.9;4287552.1;17208029.0;27287731.1
30;5809801.1;1229634.7;11118556.4;18157992.2
31;5815305.4;1232416.3;8274965.8;15322687.4
32;5796633.3;7684271.0;13393825.5;26874729.8
33;5783474.1;5327796.3;19491890.6;30603161.0
34;5771430.0;9301262.6;26154895.9;41227588.5
35;5789587.2;9340181.4;15682798.2;30812566.8
36;5794054.5;4031098.4;17600698.1;27425851.0
37;5799226.3;2669754.1;15628643.6;24097624.1
38;5793990.7;5503913.4;14170517.8;25468421.8
39;5812071.1;3278136.3;9509049.0;18599256.4
40;5824475.2;0.0;3814935.1;9639410.3
41;5822415.1;0.0;4874554.2;10696969.3
42;5822781.7;0.0;4685998.0;10508779.7
43;5788764.2;4339279.5;18634888.0;28762931.7
44;5799148.3;2829864.9;15142917.2;23771930.5
45;5807624.2;6530812.2;10667523.1;23005959.6
46;5821653.3;0.0;5266390.0;11088043.3
47;5823091.3;0.0;4526730.6;10349821.9
48;5813119.0;1157802.0;9643112.3;16614033.2
49;5794318.8;3471382.0;15830748.4;25096449.2
50;5797621.0;4925994.8;16598096.7;27321712.5
51;5806980.0;3010569.2;9380316.9;18197866.0
52;5790892.3;3984654.2;17555291.0;27330837.4
53;5823493.0;0.0;4320126.3;10143619.3
54;5815119.3;1202746.2;8474940.8;15492806.2
55;5793583.6;3642814.3;16128405.3;25564803.2
56;5824514.9;0.0;3794512.2;9619027.0
57;5784573.9;7365464.5;22859432.2;36009470.5
58;5813090.7;1306201.0;9172517.7;16291809.3
59;5823426.5;0.0;4354322.9;10177749.4
60;5792501.9;4987970.1;16899634.9;27680106.9
61;5814180.5;1420769.1;8244535.5;15479485.1
62;5794645.4;3699226.4;18372205.9;27866077.8
63;5782717.1;5385623.6;22830703.4;33999044.1
64;5803770.3;2378958.4;14234494.7;22417223.5
65;5822311.4;0.0;4927907.2;10750218.5
66;5785660.7;10614015.5;15659643.9;32059320.1
67;5821854.9;0.0;5162692.0;10984546.9
68;5781961.0;11360464.1;19483369.8;36625794.9
69;5775657.8;9253611.2;21966149.8;36995418.9
70;5806914.4;1629887.5;11309105.6;18745907.5
71;5806421.7;2319032.7;13055014.4;21180468.8
72;5811480.3;1605133.3;9033153.3;16449766.9
73;5824428.4;0.0;3838999.4;9663427.8
74;5823241.8;0.0;4449313.4;10272555.2
75;5781469.4;7988912.9;21869436.2;35639818.5
76;5823633.7;0.0;4247775.2;10071408.8
77;5822604.4;0.0;4777188.9;10599793.3
78;5774522.1;8626197.2;22415734.9;36816454.2
79;5822979.0;0.0;4584516.5;10407495.5
80;5796257.0;4140470.7;14663451.8;24600179.5
81;5809767.0;1423368.3;10505371.0;17738506.4
82;5822476.7;0.0;4842890.7;10665367.3
83;5788866.9;4504172.7;20132566.5;30425606.1
84;5823382.2;0.0;4377120.6;10200502.8
85;5801615.0;3597284.5;15115834.9;24514734.4
86;5823280.9;0.0;4429207.0;10252488.0
87;5798229.6;4697760.0;16465578.3;26961567.8
88;5798039.0;3508199.9;17259983.8;26566222.7
89;5802916.2;3376759.9;11332341.7;20512017.8
90;5820919.5;0.0;5643818.9;11464738.4
91;5812017.8;1591970.3;8801931.4;16205919.5
92;5821228.5;0.0;5484868.1;11306096.7
93;5801199.7;5318622.0;9255919.3;20375741.0
94;5796370.2;5687558.4;15358849.0;26842777.5
95;5822059.1;0.0;5057685.8;10879744.9
96;5824088.7;0.0;4013740.3;9837828.9
97;5824578.6;0.0;3761740.5;9586319.0
98;5799538.3;2966796.1;14495177.0;23261511.4
99;5820522.8;0.0;5847890.2;11668412.9
100;5794857.9;5872410.6;16351134.7;28018403.2
101;5801740.6;3049315.9;13101321.4;21952377.9
102;5795484.1;3940100.3;15325972.2;25061556.6
103;5814806.8;1199720.7;8640397.5;15654925.0
104;5822352.8;0.0;4906609.3;10728962.1
105;5793337.6;6480877.6;17480625.1;29754840.3
106;5814179.8;1412534.9;8273675.9;15500390.6
107;5811191.3;2504372.9;7445022.1;15760586.2
108;5794271.4;4390616.5;16320742.8;26505630.6
109;5802843.3;2671657.3;11817371.5;20291872.0
110;5790417.9;4116119.8;17777018.8;27683556.5
111;5795971.7;5369971.8;16009442.2;27175385.8
112;5804786.6;4436279.9;9642587.3;19883653.8
113;5813569.7;1157850.8;9412727.0;16384147.4
114;5821567.7;0.0;5310402.2;11131970.0
115;5812413.2;1343142.1;9403769.5;16559324.8
116;5802701.2;2919753.5;11768211.4;20490666.0
117;5823387.4;0.0;4374429.2;10197816.6
118;5822939.3;0.0;4604939.5;10427878.7
119;5810938.0;1398041.5;9985139.7;17194119.2
120;5796609.9;3663944.5;14678163.7;24138718.1
121;5821645.9;0.0;5270189.6;11091835.5
122;5822858.9;0.0;4646260.3;10469119.3
123;5824235.4;0.0;3938264.5;9762499.9
124;5824566.0;0.0;3768231.5;9592797.4
125;5806693.4;5721815.6;11320306.2;22848815.1
126;5813357.1;1418121.1;8675809.0;15907287.2
127;5786350.5;4656267.6;20004859.3;30447477.4
128;5793246.9;4102260.8;17776322.2;27671829.8
129;5793950.0;6208931.3;17283439.8;29286321.1
130;5779636.8;7984289.8;20185914.5;33949841.2
131;5783687.0;5509538.1;21830246.8;33123471.9
132;5823910.4;0.0;4105447.7;9929358.1
133;5777865.0;6175539.7;20961620.3;32915025.0
134;5795128.2;6305053.3;14355944.3;26456125.8
135;5821624.1;0.0;5281430.1;11103054.2
136;5781270.4;5872202.5;20954056.1;32607528.9
137;5823317.9;0.0;4410208.9;10233526.8
138;5792216.5;5070050.7;18910685.4;29772952.6
139;5786065.5;4715083.8;22242220.6;32743369.8
140;5823405.7;0.0;4365005.1;10188410.9
141;5793700.2;3500222.4;16050489.8;25344412.4
142;5821164.6;0.0;5517756.5;11338921.1
143;5786892.4;4550141.7;19661890.3;29998924.4
144;5786368.0;4885247.3;22503559.4;33175174.7
145;5778477.7;11436591.2;18177790.4;35392859.2
146;5822557.4;0.0;4801369.8;10623927.2
147;5777551.5;6488880.7;24544470.3;36810902.4
148;5799384.4;4112447.0;14609077.3;24520908.7
149;5795098.4;5230893.5;15712436.9;26738428.8
150;5791475.2;4157843.3;18520481.1;28469799.6
151;5786215.0;7691431.7;19424659.0;32902305.6
152;5792285.4;8363607.6;15164180.1;29320073.1
153;5784915.3;4880061.7;21944327.0;32609304.0
154;5787102.7;4431852.0;20130880.0;30349834.7
155;5802302.0;5435851.0;14447563.4;25685716.5
156;5787334.8;7733607.2;17939164.2;31460106.3
157;5824331.7;0.0;3888711.1;9713042.8
158;5824435.8;0.0;3835199.8;9659635.5
159;5823560.4;0.0;4285454.7;10109015.1
160;5792639.8;3942247.5;18621862.6;28356750.0
161;5791611.8;3844453.5;17081801.6;26717866.9
162;5823787.2;0.0;4168774.7;9992562.0
163;5797496.5;4329812.4;14109413.9;24236722.8
164;5792173.4;7747124.7;15660025.5;29199323.6
165;5796998.8;3763921.6;14569279.6;24130200.0
166;5798048.9;3563759.3;14070567.8;23432375.9
167;5794440.2;10088569.1;14673662.5;30556671.9
168;5798798.7;5233626.3;17021929.3;28054354.3
169;5811812.1;1439033.0;9407209.2;16658054.3
170;5824112.6;0.0;4001433.1;9825545.7
171;5788782.1;6063118.7;20185584.6;32037485.4
172;5783712.6;5474841.8;21739419.2;32997973.5
173;5799705.0;2664958.9;15398206.7;23862870.6
174;5791064.3;6184287.6;19675983.9;31651335.8
175;5820561.2;0.0;5828100.5;11648661.7
176;5776493.0;7932123.2;21265219.9;34973836.2
177;5821683.2;0.0;5250991.5;11072674.8
178;5784407.0;9509417.7;22566971.4;37860796.2
179;5790538.0;4198688.4;17833331.5;27822557.9
180;5810240.2;1390331.1;10370409.5;17570980.9
181;5811371.5;1195670.3;10419889.6;17426931.4
182;5823724.1;0.0;4201229.8;10024954.0
183;5792788.4;4067613.2;18124752.3;27985153.9
184;5802072.9;2733681.3;13954887.7;22490641.9
185;5800512.3;2362171.4;15950911.4;24113595.1
186;5802051.8;2446008.8;14892860.6;23140921.1
187;5821798.3;0.0;5191822.4;11013620.7
188;5812614.4;1223339.6;9692830.6;16728784.6
189;5791980.3;4137201.1;20220392.8;30149574.2
190;5814932.3;1262964.7;8368859.7;15446756.7
191;5805570.1;3541339.8;9923319.2;19270229.2
192;5798376.0;4168335.2;13610637.1;23577348.3
193;5822906.8;0.0;4621637.8;10444544.6
