ID;IDLE;SEND;RECV;Total
1;5824518.9;3792412.4;0.0;9616931.3
2;5806901.8;12761618.7;1182494.5;19751015.0
3;5823989.1;4064963.5;0.0;9888952.5
4;5794956.0;17937294.4;4733412.3;28465662.7
5;5824527.3;3788132.8;0.0;9612660.1
6;5814150.5;8845965.3;1380910.8;16041026.6
7;5791083.6;20119239.5;6267612.8;32177936.0
8;5823699.7;4213816.9;0.0;10037516.6
9;5794382.5;18078260.3;4562224.0;28434866.8
10;5796646.0;17411223.7;3685331.4;26893201.1
11;5788677.0;19869454.5;9454285.2;35112416.7
12;5774632.1;27397360.0;14803289.2;47975281.3
13;5785073.2;23658740.6;8113929.3;37557743.0
14;5787232.6;21043587.1;9814289.7;36645109.5
15;5806692.8;12852323.0;2340345.2;20999361.0
16;5824016.1;4051083.2;0.0;9875099.2
17;5795049.1;17730345.1;4630227.7;28155621.9
18;5824512.5;3795728.7;0.0;9620241.2
19;5824465.6;3819843.0;0.0;9644308.6
20;5790231.9;20751169.7;7426396.9;33967798.5
21;5823891.6;4115105.1;0.0;9938996.7
22;5813458.2;9147578.5;1322876.5;16283913.2
23;5824506.6;3798761.8;0.0;9623268.4
24;5823598.3;4265973.4;0.0;10089571.6
25;5823986.1;4066468.3;0.0;9890454.5
26;5795643.4;18525610.6;5088635.5;29409889.5
27;5824117.4;3998975.1;0.0;9823092.4
28;5794552.0;17742357.3;4616550.0;28153459.3
29;5793341.3;17934554.7;4520317.6;28248213.6
30;5815785.0;8277907.1;1156435.6;15250127.8
31;5796413.5;17227977.0;4830577.6;27854968.1
32;5755274.1;31195071.8;12123792.2;49074138.1
33;5795494.6;18527328.7;5056240.4;29379063.7
34;5794924.0;17982729.9;4933420.0;28711073.9
35;5806579.9;12952842.9;2325160.9;21084583.7
36;5781662.2;22313501.8;13798555.6;41893719.6
37;5793375.8;18476772.1;5821315.0;30091463.0
38;5780943.4;22457687.3;13994550.5;42233181.2
39;5788617.9;20383831.4;9516738.7;35689188.0
40;5824317.8;3895862.0;0.0;9720179.9
41;5824022.6;4047728.5;0.0;9871751.1
42;5787659.4;22264080.0;4768366.0;32820105.5
43;5813045.5;9424315.8;1312185.3;16549546.6
44;5815523.5;8364843.4;1176024.7;15356391.7
45;5787081.5;21021787.6;9642672.0;36451541.1
46;5795979.9;18155729.2;4819368.1;28771077.2
47;5795246.9;18132013.3;4832035.4;28759295.6
48;5788656.7;22086877.8;4700579.5;32576114.0
49;5795051.8;18260735.4;5261076.7;29316863.9
50;5794926.6;18333603.1;5107217.3;29235747.1
51;5823790.3;4167218.2;0.0;9991008.5
52;5824466.7;3819304.7;0.0;9643771.4
53;5815124.3;8509662.3;1198910.1;15523696.7
54;5793005.6;19042902.2;4670275.6;29506183.4
55;5752343.7;38982788.0;13275211.7;58010343.4
56;5824513.1;3795420.4;0.0;9619933.5
57;5824566.2;3768128.1;0.0;9592694.3
58;5797044.8;17656090.9;3610962.7;27064098.4
59;5792898.1;18850881.4;4822375.2;29466154.6
60;5815907.7;8214410.1;1157475.8;15187793.6
61;5823653.8;4237386.2;0.0;10061040.1
62;5823132.4;4505581.1;0.0;10328713.5
63;5806661.2;12896456.9;2331684.6;21034802.7
64;5793646.1;18161622.0;4718758.6;28674026.7
65;5823519.1;4306692.6;0.0;10130211.7
66;5795628.1;17716826.5;4861992.6;28374447.2
67;5793328.7;18828097.0;4598455.7;29219881.5
68;5806783.1;12826705.5;2334209.3;20967697.9
69;5792880.9;19039540.9;6160196.1;30992617.9
70;5815881.7;8225044.1;1161381.3;15202307.1
71;5790965.1;19972402.6;8621732.3;34385100.0
72;5824369.0;3869549.7;0.0;9693918.7
73;5798411.6;17221046.1;3452935.8;26472393.4
74;5789410.4;21087334.4;7242683.1;34119427.9
75;5815382.6;8437649.5;1170001.8;15423033.9
76;5823958.9;4080458.6;0.0;9904417.5
77;5795157.2;17902001.3;4721443.1;28418601.6
78;5824327.7;3890769.2;0.0;9715096.9
79;5785232.5;23128751.9;4886657.3;33800641.8
80;5812949.6;9505104.4;1302826.1;16620880.1
81;5795314.7;17992992.2;4763508.2;28551815.1
82;5771656.1;30700014.7;7008007.2;43479678.0
83;5824137.0;3988851.1;0.0;9812988.1
84;5824590.2;3755774.4;0.0;9580364.6
85;5793778.8;18653902.8;6057660.8;30505342.4
86;5795868.2;18026392.2;4764204.2;28586464.6
87;5795939.7;17557385.8;4658692.2;28012017.6
88;5761322.9;29340430.7;7891391.1;42993144.7
89;5761830.6;35681601.5;8168368.9;49611800.9
90;5793191.6;19037471.1;5889389.7;30720052.3
91;5796361.0;17660528.8;3845572.8;27302462.5
92;5797397.7;17536779.5;3521519.5;26855696.7
93;5803158.8;13977298.8;2665825.0;22446282.5
94;5823858.8;4131976.8;0.0;9955835.5
95;5768315.4;31825960.4;7184041.1;44778316.9
96;5824182.8;3965316.8;0.0;9789499.6
97;5789365.8;21504794.3;4747662.2;32041822.3
98;5824000.1;4059294.0;0.0;9883294.1
99;5794802.0;18383699.8;5220208.0;29398709.7
100;5779667.6;25780303.4;6273075.8;37833046.8
101;5815625.7;8305819.3;1174440.0;15295885.1
102;5814829.1;8507370.8;1240766.1;15562966.0
103;5823840.8;4141202.5;0.0;9965043.4
104;5783493.8;24369421.1;6860403.4;37013318.4
105;5803502.8;13952871.2;3715347.7;23471721.8
106;5789965.0;19896201.8;8454183.9;34140350.8
107;5824081.1;4017639.9;0.0;9841720.9
108;5824166.7;3973607.6;0.0;9797774.3
109;5778838.6;26910860.3;5884787.6;38574486.5
110;5814210.2;8905172.7;1211930.8;15931313.7
111;5823518.4;4307040.9;0.0;10130559.3
112;5791064.0;20236486.1;6981554.4;33009104.6
113;5784981.2;21535984.5;12358703.8;39679669.5
114;5781512.3;25313616.7;2653144.3;33748273.3
115;5806866.1;12787136.2;2332745.4;20926747.6
116;5793616.1;18614763.3;6126984.8;30535364.2
117;5815735.2;8264728.4;1169647.4;15250111.1
118;5793514.8;18393102.2;4579305.8;28765922.8
119;5815192.0;8515840.0;1176199.3;15507231.3
120;5806625.4;12861548.7;2379796.7;21047970.8
121;5793914.0;17859903.8;5813732.6;29467550.4
122;5793952.9;18983956.4;3657762.3;28435671.6
123;5788086.7;20678631.9;9386065.7;35852784.3
124;5785124.6;20794065.4;9645409.4;36224599.4
125;5789578.4;20679973.5;9791638.1;36261189.9
