ID;IDLE;SEND;RECV;Total
1;5823445.6;4344507.2;0.0;10167952.8
2;5791387.9;18319642.9;4761150.4;28872181.1
3;5812405.5;9565386.7;1297242.4;16675034.7
4;5813296.3;9142595.6;1285561.4;16241453.3
5;5804605.7;13625554.0;2429360.5;21859520.1
6;5784112.6;21331321.7;7882130.0;34997564.3
7;5792785.1;16854811.0;5852171.6;28499767.8
8;5823702.9;4212170.4;0.0;10035873.3
9;5791099.8;18495050.3;4775847.2;29061997.4
10;5824327.4;3890927.5;0.0;9715255.0
11;5824034.4;4041645.8;0.0;9865680.2
12;5823763.3;4181081.8;0.0;10004845.2
13;5823686.6;4220546.2;0.0;10044232.8
14;5790960.5;18209970.5;5304519.0;29305450.0
15;5787239.5;21301016.4;5398373.1;32486628.9
16;5823266.9;4436398.0;0.0;10259664.9
17;5782089.8;22808152.3;8936813.2;37527055.3
18;5823373.6;4381553.5;0.0;10204927.0
19;5786626.4;21363885.1;8773473.8;35923985.3
20;5824431.5;3837416.2;0.0;9661847.7
21;5792092.9;18214901.7;5060193.2;29067187.8
22;5823810.8;4156632.6;0.0;9980443.5
23;5789275.0;20578538.6;5666721.0;32034534.6
24;5823521.6;4305402.7;0.0;10128924.4
25;5789794.3;18428671.9;6359196.0;30577662.2
26;5822910.3;4619821.3;0.0;10442731.6
27;5803040.0;14074550.7;2542436.4;22420027.2
28;5813855.4;9277342.2;1154678.8;16245876.3
29;5824243.4;3934148.2;0.0;9758391.6
30;5823849.2;4136886.3;0.0;9960735.5
31;5794328.3;18466461.5;3717629.5;27978419.3
32;5790301.5;19007640.7;4916885.7;29714828.0
33;5791331.6;18539892.5;4956006.4;29287230.6
34;5823839.0;4142177.4;0.0;9966016.4
35;5813426.4;9134896.4;1266136.6;16214459.5
36;5822889.7;4630428.6;0.0;10453318.3
37;5790832.3;19729891.8;7280964.4;32801688.5
38;5813454.7;9128902.0;1262700.1;16205056.8
39;5823690.4;4218603.1;0.0;10042293.5
40;5823750.9;4187464.5;0.0;10011215.5
41;5782443.8;21673430.8;10567057.6;38022932.2
42;5812778.0;9592830.6;1228414.7;16634023.3
43;5792678.2;17796376.9;4188253.0;27777308.0
44;5804646.3;13277855.4;2530480.6;21612982.3
45;5790527.1;19030580.1;5058477.5;29879584.7
46;5784176.4;23666443.1;5913987.7;35364607.2
47;5813974.1;9216264.9;1152482.8;16182721.9
48;5802324.0;14136007.9;2635923.8;22574255.6
49;5791050.4;19496806.8;5049652.5;30337509.7
50;5812496.2;9379763.6;1337188.6;16529448.4
51;5791990.1;18010215.5;4731138.8;28533344.3
52;5824403.1;3851981.4;0.0;9676384.6
53;5793000.5;17738704.3;4995826.8;28527531.6
54;5791546.3;18553426.1;5057362.8;29402335.3
55;5787668.6;19086616.1;7623615.9;32497900.7
56;5804435.6;13810552.1;2405595.2;22020582.9
57;5780210.4;22586341.1;11937029.2;40303580.6
58;5822712.4;4721619.5;0.0;10544331.9
59;5800950.0;14619736.2;2709476.8;23130163.0
60;5824596.4;3752558.0;0.0;9577154.5
61;5784447.8;22328217.0;11445938.1;39558602.8
62;5804763.8;13355497.7;2490180.0;21650441.4
63;5791404.0;18673832.4;5102209.5;29567445.9
64;5789114.9;19677175.4;5328726.1;30795016.4
65;5794780.3;18443693.8;3657210.1;27895684.2
66;5789349.6;20813690.1;7022990.2;33626029.9
67;5782500.7;21766216.5;10659549.0;38208266.1
68;5785265.8;21321800.9;7734352.0;34841418.7
69;5811058.2;10096363.6;1344850.1;17252271.9
70;5788351.1;20028876.9;7426163.2;33243391.3
71;5811277.6;9929685.3;1360144.9;17101107.7
72;5790646.5;19418258.0;5381578.4;30590482.9
73;5788350.2;20963103.5;5047564.4;31799018.0
74;5824527.5;3788021.2;0.0;9612548.6
75;5788983.8;20576625.5;5560076.4;31925685.7
76;5783712.9;22405400.9;8136605.6;36325719.3
77;5813223.0;9564611.8;1164536.3;16542371.1
78;5806325.5;13010128.9;2346116.4;21162570.8
79;5788905.4;20355747.6;5408572.2;31553225.1
80;5793713.1;16914275.1;4610994.6;27318982.7
81;5811728.0;9536582.9;1412558.0;16760868.9
82;5788078.5;20258977.2;4800033.3;30847089.0
83;5790566.2;19325102.3;5287744.8;30403413.3
84;5790504.3;17978103.7;6217037.1;29985645.1
85;5824389.9;3858805.7;0.0;9683195.6
86;5791912.9;19834223.0;6004559.4;31630695.3
87;5787337.1;21636177.8;5002450.6;32425965.6
88;5788025.3;21160315.4;5658522.7;32606863.4
89;5814879.7;8657695.8;1181811.3;15654386.8
90;5792434.1;17731308.4;4783618.7;28307361.1
91;5792626.3;19760413.8;5511148.5;31064188.6
92;5788526.1;20672340.9;5118811.0;31579678.0
93;5824123.7;3995733.7;0.0;9819857.4
94;5823450.5;4341974.1;0.0;10165424.6
95;5812656.7;9414340.1;1305417.6;16532414.4
96;5785175.2;21281616.6;9547673.9;36614465.7
97;5793798.8;18483599.8;3797138.6;28074537.2
98;5823903.5;4108972.4;0.0;9932875.9
99;5789329.8;20487334.4;5041405.4;31318069.6
100;5790897.0;18588204.3;4824594.8;29203696.1
101;5789624.1;20280658.4;5056874.8;31127157.3
102;5792498.8;20053184.5;6218740.0;32064423.3
103;5790125.7;19343282.1;5084330.9;30217738.7
104;5804165.8;13413111.9;2566787.3;21784065.0
105;5824025.8;4046078.7;0.0;9870104.5
106;5791847.2;18488126.0;5260417.2;29540390.3
107;5789646.4;20682241.6;5821903.2;32293791.2
108;5789159.3;19166398.2;6300075.7;31255633.2
109;5792899.8;17939514.2;5168235.1;28900649.1
110;5803682.0;14081691.7;2442513.2;22327886.9
111;5780495.7;23357187.4;6287316.0;35424999.0
112;5788360.2;20962640.2;5048920.5;31799920.9
113;5824100.7;4007557.5;0.0;9831658.2
114;5823761.9;4181816.8;0.0;10005578.7
115;5793645.7;18502346.2;5757975.9;30053967.9
116;5792185.4;17845215.3;4710838.2;28348238.9
117;5822933.6;4607864.2;0.0;10430797.7
118;5787334.7;21348413.3;5524373.2;32660121.1
119;5782286.7;23043382.1;6520186.8;35345855.6
120;5823414.5;4360497.2;0.0;10183911.7
121;5784183.1;21726700.4;7783875.7;35294759.3
122;5785150.7;22212315.2;5374803.0;33372268.8
123;5813488.7;9036902.9;1285851.6;16136243.2
124;5823900.6;4110447.2;0.0;9934347.9
125;5792217.7;18057004.1;4964497.5;28813719.3
126;5793470.5;18177633.7;3952452.2;27923556.5
127;5791184.0;19064161.7;5312242.1;30167587.9
128;5822931.0;4609214.0;0.0;10432145.0
129;5805481.6;13393090.6;2364221.0;21562793.1
130;5790002.9;19826467.2;5463448.4;31079918.4
131;5791630.4;18374545.7;4964058.3;29130234.4
132;5783119.2;20328790.3;9701458.8;35813368.2
133;5787726.6;18186722.8;7348834.7;31323284.1
134;5775847.6;25849133.2;10702730.3;42327711.0
135;5811558.8;9621487.8;1411412.5;16844459.1
136;5824424.1;3841215.8;0.0;9665639.9
137;5790719.5;18443197.2;4276035.5;28509952.1
138;5823100.9;4521822.8;0.0;10344923.6
139;5792960.0;18909435.5;3797996.4;28500392.0
140;5794030.9;18864371.7;3643399.9;28301802.5
141;5791208.3;18478002.0;4827155.4;29096365.8
142;5793130.2;17366774.8;4682778.5;27842683.6
143;5792457.7;17878513.6;4869924.3;28540895.6
144;5788745.0;19584778.0;4569453.5;29942976.5
145;5823997.8;4060493.9;0.0;9884491.7
146;5785078.4;19260142.1;9613458.1;34658678.6
147;5786904.2;20753217.8;9942618.3;36482740.4
148;5814403.3;8815338.4;1209822.1;15839563.8
149;5824607.2;3747016.9;0.0;9571624.1
150;5813091.2;9215150.1;1294006.2;16322247.5
151;5813229.0;9286784.6;1247937.0;16347950.6
152;5815332.8;8408385.7;1185227.2;15408945.8
153;5776589.5;23485314.6;9617606.0;38879510.1
154;5812068.6;10103469.6;1180152.1;17095690.2
155;5786246.4;21239377.5;4975233.4;32000857.3
156;5795898.9;17006324.2;3915135.6;26717358.7
157;5823472.9;4330483.6;0.0;10153956.4
