ID;IDLE;SEND;RECV;Total
1;5824372.1;3867971.5;0.0;9692343.5
2;5796327.4;18139935.8;5282718.5;29218981.8
3;5792782.1;17485549.6;4468875.3;27747207.0
4;5786333.4;21454087.7;7525721.7;34766142.9
5;5802527.6;14248105.0;2571228.1;22621860.8
6;5782979.3;20458162.3;9634621.6;35875763.2
7;5814070.0;8864875.1;1244420.9;15923366.0
8;5823227.8;4456554.3;0.0;10279782.1
9;5790357.9;18875200.6;4423011.6;29088570.1
10;5814333.8;8500331.5;1317717.6;15632383.0
11;5786071.4;21368234.6;8094792.2;35249098.3
12;5812868.7;9349699.9;1291463.5;16454032.2
13;5814390.6;8859080.7;1194791.9;15868263.2
14;5824173.3;3970219.6;0.0;9794392.9
15;5814002.5;8930288.5;1234026.6;15978317.7
16;5789398.5;20350276.4;5486651.2;31626326.2
17;5777768.2;23428030.3;9420872.5;38626671.0
18;5814615.9;8705176.1;1209724.5;15729516.5
19;5788153.5;20851358.0;5111584.1;31751095.5
20;5776576.7;24725615.5;12939250.9;43441443.2
21;5823680.8;4223510.9;0.0;10047191.8
22;5774154.6;25359267.2;9799432.6;40932854.4
23;5789105.5;18882738.2;6166344.8;30838188.6
24;5789895.7;19988535.9;5440589.7;31219021.4
25;5788040.9;20298894.9;5038472.3;31125408.1
26;5823413.4;4361038.9;0.0;10184452.3
27;5801355.7;14280463.5;2746780.1;22828599.3
28;5812527.6;9376690.6;1332247.0;16521465.2
29;5823926.4;4097215.2;0.0;9921141.6
30;5814330.5;8712757.0;1250618.4;15777705.9
31;5790700.0;19068612.9;5066585.9;29925898.9
32;5824159.4;3977368.9;0.0;9801528.3
33;5824199.9;3956497.6;0.0;9780697.6
34;5790839.9;19845970.2;4997876.3;30634686.4
35;5824118.4;3998425.1;0.0;9822543.5
36;5790294.6;19112723.5;4611726.6;29514744.7
37;5788560.3;20068831.2;4986554.9;30843946.4
38;5791976.5;18011687.0;4752220.1;28555883.5
39;5803973.1;14098293.4;2387986.3;22290252.8
40;5796942.3;17704687.7;3542957.9;27044587.9
41;5824039.0;4039271.0;0.0;9863310.0
42;5791373.4;19123204.2;5134124.3;30048701.8
43;5790203.9;18595916.9;5748544.8;30134665.6
44;5824105.4;4005117.8;0.0;9829223.2
45;5823988.3;4065351.8;0.0;9889340.1
46;5823866.7;4127928.8;0.0;9951795.5
47;5791858.4;18355389.3;5005635.4;29152883.1
48;5788189.1;19848155.0;6488600.7;32124944.8
49;5794053.0;18896945.1;3629248.1;28320246.2
50;5824490.9;3806860.9;0.0;9631351.8
51;5822870.0;4640560.9;0.0;10463430.9
52;5791112.0;18668209.7;4871129.4;29330451.0
53;5803492.8;13924212.4;2511995.9;22239701.1
54;5792644.4;17944832.0;4940781.0;28678257.5
55;5783721.0;21485354.6;10699704.7;37968780.3
56;5813444.6;9373395.9;1189472.8;16376313.2
57;5815005.6;8468578.1;1221477.5;15505061.2
58;5782638.4;20532236.6;9562560.3;35877435.3
59;5790186.4;19314425.0;4713475.9;29818087.4
60;5824260.6;3925282.4;0.0;9749543.1
61;5793806.7;18971889.3;6021747.0;30787443.1
62;5784784.5;19342047.3;9503202.2;34630034.0
63;5791123.7;18848704.9;5065681.8;29705510.5
64;5823372.6;4382028.4;0.0;10205401.1
65;5791373.4;19009135.6;5315267.7;30115776.6
66;5799726.8;15033393.2;2774965.6;23608085.6
67;5791858.9;19560830.4;5815656.8;31168346.1
68;5814578.1;8578040.4;1253107.2;15645725.8
69;5788330.8;19944412.0;4662246.8;30394989.6
70;5823914.7;4103231.3;0.0;9927146.0
71;5790956.7;18793392.1;4989642.1;29573990.9
72;5823836.1;4143618.9;0.0;9967455.1
73;5789031.0;19379623.5;6573871.8;31742526.3
74;5789703.9;19763503.5;5239669.7;30792877.1
75;5811804.9;9730501.9;1339014.7;16881321.5
76;5792703.0;18763675.1;3887933.8;28444311.9
77;5792474.9;18065738.2;5029693.5;28887906.7
78;5813378.6;9216369.9;1250374.4;16280123.0
79;5787041.6;21791199.0;5619395.9;33197636.5
80;5803517.7;13859890.5;2529163.0;22192571.2
81;5789650.8;20810237.1;4889248.8;31489136.8
82;5794087.1;18576377.2;3724553.3;28095017.6
83;5791035.0;18793390.5;4924394.7;29508820.2
84;5791446.3;18910357.1;5240283.5;29942087.0
85;5803067.1;13973379.2;2567275.3;22343721.6
86;5800480.8;14822799.2;2717235.9;23340515.9
87;5824467.8;3818734.8;0.0;9643202.5
88;5790860.7;19192802.2;6602241.7;31585904.6
89;5812328.4;9754181.2;1251887.2;16818396.8
90;5789388.7;20253134.5;5107808.6;31150331.7
91;5788986.9;20976652.1;4942781.8;31708420.8
92;5782585.2;21333019.8;10236310.6;37351915.6
93;5789939.5;20976978.8;4795261.2;31562179.4
94;5795523.7;16774260.7;4056730.9;26626515.3
95;5791072.2;19305126.0;5457957.2;30554155.3
96;5789994.7;19650311.4;5200359.0;30640665.1
97;5788039.4;18444978.7;7626194.6;31859212.7
98;5790419.1;19555565.9;5309632.6;30655617.6
99;5793964.5;18443913.8;5762758.3;30000636.5
100;5812560.8;9768903.0;1206113.4;16787577.2
101;5824022.4;4047820.2;0.0;9871842.6
102;5782963.0;20259563.8;9425002.5;35467529.3
103;5785511.9;20595710.2;8159235.7;34540457.8
104;5813571.6;9362978.6;1170392.2;16346942.4
105;5791957.7;20540512.4;6197561.0;32530031.1
106;5823256.5;4441772.4;0.0;10265028.9
107;5793370.6;18657009.1;3810412.0;28260791.7
108;5784228.1;23113758.4;5485950.6;34383937.0
109;5812563.0;9479275.3;1297013.8;16588852.2
110;5801432.7;14559000.6;2650234.3;23010667.7
111;5791718.4;18696758.5;5124372.6;29612849.5
112;5790782.5;18556804.1;4547932.9;28895519.6
113;5823133.5;4505041.1;0.0;10328174.6
114;5792932.8;18196568.5;4029696.0;28019197.4
115;5810782.7;9977812.1;1422978.0;17211572.7
116;5785881.9;21519101.2;5080298.5;32385281.6
117;5814430.7;8517486.5;1297173.1;15629090.2
118;5793662.7;17150358.1;4613747.9;27557768.8
119;5782811.7;20787061.1;9884012.3;36453885.0
120;5783325.2;20321257.7;9632929.1;35737512.0
121;5814985.5;8361678.7;1256620.8;15433285.0
122;5784692.3;20446090.2;8885188.5;35115971.1
123;5792516.2;17938616.0;4966377.6;28697509.8
124;5794066.8;18296713.5;3815117.3;27905897.6
125;5804367.2;13712030.3;2442564.6;21958962.1
126;5792520.2;17709050.6;4582113.1;28083683.8
127;5823682.9;4222444.4;0.0;10046127.3
128;5824091.3;4012357.1;0.0;9836448.4
129;5796561.3;17988780.9;3514215.0;27299557.3
130;5793501.3;18178638.6;5484206.6;29456346.6
131;5801204.9;14570889.4;2681455.7;23053550.0
132;5785058.8;18960263.8;9177142.6;33922465.2
133;5795570.2;18302537.9;5170967.8;29269076.0
134;5783943.9;20063826.7;9843706.5;35691477.2
135;5788441.7;21243320.5;5757780.7;32789542.9
136;5824580.1;3760948.9;0.0;9585529.0
137;5792978.6;18941569.0;3790365.8;28524913.4
138;5824476.4;3814301.9;0.0;9638778.3
139;5793813.7;18506175.9;3791213.3;28091202.9
140;5788487.7;21003106.1;5619776.0;32411369.9
141;5790856.7;19436867.8;5353567.5;30581292.0
142;5794893.8;18385984.6;3655404.6;27836282.9
143;5791610.7;19177218.8;5084569.8;30053399.2
144;5823449.1;4342724.0;0.0;10166173.1
145;5813564.3;9170197.9;1231697.6;16215459.8
146;5823672.4;4227860.5;0.0;10051532.9
147;5792213.9;17818303.0;4612576.7;28223093.6
148;5785579.4;20311135.3;9890053.1;35986767.9
149;5789600.2;19593790.4;4752564.3;30135954.9
150;5824450.9;3827400.6;0.0;9651851.5
151;5814668.7;8846495.3;1157460.4;15818624.3
152;5802222.5;14312576.9;2599238.9;22714038.4
153;5823797.7;4163392.0;0.0;9987189.7
154;5804902.7;13453529.5;2440582.3;21699014.5
155;5823853.1;4134894.8;0.0;9958747.9
156;5803428.5;13864031.8;2542826.8;22210287.1
157;5792472.0;17990630.8;4914624.5;28697727.3
158;5786049.4;21627920.3;5236847.0;32650816.7
159;5784164.6;19609363.9;9420477.0;34814005.4
160;5788592.7;20065601.6;4995313.1;30849507.4
161;5815018.0;8427317.2;1232074.7;15474409.8
162;5823783.9;4170516.2;0.0;9994300.1
163;5823518.8;4306827.6;0.0;10130346.5
164;5813785.4;9136276.3;1208846.1;16158907.8
165;5793641.9;17089812.5;4531520.9;27414975.3
166;5824251.1;3930190.3;0.0;9754441.4
167;5792276.4;18128826.9;4971817.4;28892920.8
168;5793838.1;17274257.4;4947612.9;28015708.4
169;5783391.3;21839069.2;6254838.7;33877299.2
170;5813615.3;9008517.4;1274335.0;16096467.6
171;5794951.8;16587532.7;4203861.1;26586345.6
172;5805414.1;13393925.5;2373200.1;21572539.6
173;5813823.9;9007704.1;1241395.3;16062923.4
174;5824242.2;3934781.5;0.0;9759023.6
175;5812560.7;9396745.2;1322569.3;16531875.3
176;5791961.0;18076565.5;4748121.0;28616647.4
177;5824339.1;3884911.5;0.0;9709250.6
178;5793066.8;18020414.4;4059664.0;27873145.2
179;5788106.3;20654309.4;6332868.9;32775284.6
180;5794848.5;18361518.7;5983234.0;30139601.1
181;5795820.7;18551781.3;5204883.4;29552485.4
182;5789381.3;19401391.3;4688390.5;29879163.1
183;5792333.3;18072334.3;4869045.9;28733713.4
184;5792516.3;19735941.2;4770751.0;30299208.6
185;5786587.9;19897671.7;7632931.5;33317191.1
186;5789495.6;20395092.0;5043503.8;31228091.3
187;5785313.2;22152159.6;7961947.9;35899420.6
188;5813650.4;8994358.8;1273120.1;16081129.3
189;5823546.2;4292737.3;0.0;10116283.6
190;5812264.7;9587334.5;1311324.9;16710924.1
191;5824011.9;4053203.0;0.0;9877214.9
192;5823745.6;4190172.6;0.0;10013918.2
193;5813366.8;9121791.1;1280483.7;16215641.5
194;5815678.3;8302008.0;1165219.5;15282905.8
195;5822967.1;4590649.2;0.0;10413616.3
196;5799915.5;14857935.7;2796945.9;23454797.2
197;5823675.5;4226244.0;0.0;10049919.5
198;5780897.7;22194075.4;11907831.7;39882804.8
199;5790754.6;18871876.0;4935921.6;29598552.1
200;5823966.4;4076634.0;0.0;9900600.3
201;5783498.2;20925783.9;10233724.3;36943006.3
202;5823212.3;4464511.8;0.0;10287724.1
203;5792951.3;18907079.1;3803700.8;28503731.2
204;5791865.4;18340532.4;5014516.9;29146914.8
205;5824168.0;3972936.0;0.0;9797104.0
206;5793327.9;18510425.4;3862265.3;28166018.6
207;5811446.8;9844277.1;1362137.9;17017861.9
208;5796032.3;18397816.7;6281788.8;30475637.8
209;5804325.5;13609262.3;2481629.8;21895217.6
210;5793404.8;17348555.0;4775754.3;27917714.1
211;5783399.6;20546100.2;9915638.4;36245138.2
212;5823982.7;4068243.1;0.0;9892225.8
213;5824105.8;4004916.1;0.0;9829021.9
214;5792994.2;17477407.1;4637883.1;27908284.4
215;5801686.3;14481138.4;2635371.0;22918195.7
216;5823943.0;4088666.1;0.0;9912609.1
217;5824150.4;3981960.1;0.0;9806110.5
218;5813867.2;9010268.9;1232339.2;16056475.3
219;5823976.5;4071409.5;0.0;9895386.0
220;5793502.1;18735091.3;3768313.6;28296906.9
221;5784416.0;20648266.6;9008491.8;35441174.4
222;5792933.7;17499373.2;4658281.2;27950588.1
223;5783856.6;20078938.6;8847675.1;34710470.3
224;5806114.7;13203576.2;2321814.3;21331505.2
225;5794622.7;18448893.3;3678633.1;27922149.1
226;5785272.2;22333363.1;5422480.0;33541115.3
227;5823971.9;4073784.2;0.0;9897756.2
228;5788302.0;21075222.3;5566366.3;32429890.6
229;5815269.4;8472306.0;1175223.3;15462798.7
230;5780478.9;21778012.0;11645635.0;39204125.9
231;5814659.4;8518346.4;1261061.5;15594067.3
232;5824516.2;3793837.2;0.0;9618353.4
233;5795131.3;18157795.7;3689063.3;27641990.3
234;5824095.8;4010049.0;0.0;9834144.8
235;5792265.1;19323605.8;5756560.8;30872431.7
236;5793330.5;18591710.6;3838887.8;28223929.0
237;5784923.2;22424635.6;5387686.0;33597244.8
238;5823586.6;4271997.8;0.0;10095584.3
239;5788802.7;20444487.0;6840090.0;33073379.8
240;5783652.0;21412791.8;9186578.8;36383022.7
241;5823682.7;4222527.7;0.0;10046210.4
242;5813976.7;8989391.0;1220899.6;16024267.3
243;5823826.6;4148510.1;0.0;9972336.7
244;5783607.4;20194457.0;9646857.4;35624921.9
245;5790671.3;19138389.3;5155929.9;30084990.5
