ID;IDLE;SEND;RECV;Total
1;5824411.4;3847706.9;0.0;9672118.3
2;5792830.2;19096311.8;4864158.2;29753300.3
3;5795445.8;17816874.8;4746772.5;28359093.1
4;4674182.1;27630595.0;8794862.9;41099640.0
5;5785553.4;23076123.8;6971536.1;35833213.3
6;5797198.6;16290434.1;6273658.3;28361291.0
7;5788313.2;20024309.0;9715342.0;35527964.3
8;5823359.5;4388782.7;0.0;10212142.3
9;5791182.9;20119632.8;7761311.4;33672127.1
10;4134911.6;25822382.5;9374826.9;39332121.0
11;5778405.1;26606855.7;7959353.8;40344614.6
12;5777224.5;27050601.3;11554054.0;44381879.8
13;5796348.6;17958234.0;5053787.6;28808370.2
14;5814003.0;9113246.9;1197539.6;16124789.5
15;5823876.9;4122659.4;0.0;9946536.3
16;5794765.2;17921201.0;4707730.5;28423696.7
17;5778129.0;26715554.8;10809392.9;43303076.8
18;5824380.1;3863846.9;0.0;9688227.0
19;5791774.5;18728355.3;5767401.4;30287531.2
20;5805807.6;13247796.8;2360381.2;21413985.5
21;5795424.5;17371362.7;4491240.9;27658028.1
22;5797434.4;17719702.9;3454985.4;26972122.6
23;5824067.4;4024662.5;0.0;9848729.9
24;5792053.3;19002551.2;5985162.9;30779767.4
25;5824507.2;3798470.1;0.0;9622977.3
26;5823458.3;4337976.2;0.0;10161434.4
27;5824437.8;3834148.2;0.0;9658586.0
28;5815727.5;8290354.2;1163175.0;15269256.7
29;5824294.2;3907994.2;0.0;9732288.4
30;5793173.7;18694825.3;6499024.3;30987023.3
31;5814044.7;8978647.0;1231843.5;16024535.3
32;5824505.7;3799236.7;0.0;9623742.4
33;5824453.5;3826092.4;0.0;9650545.8
34;5765586.4;33209900.3;5900219.0;44875705.7
35;5787977.6;21575698.9;7402906.5;34766583.0
36;5815425.0;8394487.1;1178785.7;15388697.8
37;5823754.3;4185718.1;0.0;10009472.4
38;5824605.4;3747966.8;0.0;9572572.2
39;5798435.7;17142825.5;3481328.3;26422589.6
40;5824434.0;3836108.0;0.0;9660542.0
41;5794253.5;17704166.1;4475579.3;27973998.9
42;5800940.0;15920212.8;2304929.7;24026082.5
43;5814806.2;8642615.7;1198677.9;15656099.8
44;5824480.4;3812235.4;0.0;9636715.8
45;5815448.7;8386414.6;1178223.2;15380086.5
46;5824293.8;3908199.1;0.0;9732493.0
47;5789453.0;20099044.9;8559799.2;34448297.1
48;5824331.0;3889076.1;0.0;9713407.1
49;5796190.2;17380131.8;4718938.9;27895260.9
50;5788926.8;21865764.9;4681070.6;32335762.2
51;5824447.1;3829367.0;0.0;9653814.1
52;5793827.5;17831265.0;5921924.0;29547016.5
53;5796802.5;16686787.8;4514472.5;26998062.7
54;5812291.6;9770531.2;1249750.3;16832573.1
55;5805975.2;13086867.8;2381565.3;21274408.4
56;5824510.0;3797011.9;0.0;9621521.9
57;5791582.9;19536241.2;6138172.1;31465996.2
58;5815143.9;8614591.8;1154142.0;15583877.7
59;5793956.6;18457659.0;4896906.2;29148521.9
60;5824597.5;3752001.4;0.0;9576598.9
61;5781898.5;25249823.1;8038860.4;39070581.9
62;5778715.2;26784956.2;4788437.0;37352108.4
63;5806656.9;12886329.6;2337317.1;21030303.5
64;5813605.7;9391125.8;1171652.8;16376384.2
65;5768794.1;31485516.1;4832536.7;42086847.0
66;5787557.0;20993705.4;11293786.7;38075049.0
67;5823826.0;4148825.1;0.0;9972651.1
68;5823851.8;4135558.1;0.0;9959409.9
69;5795493.0;17520556.1;4631885.9;27947934.9
70;5794576.8;18072379.2;5031399.0;28898355.0
71;5815888.6;8224582.5;1156361.6;15196832.6
72;5745812.1;43647918.1;11056530.6;60450260.8
73;5824433.0;3836641.3;0.0;9661074.3
74;5778308.3;26967009.7;5943495.9;38688813.9
75;5792243.1;18895316.9;6383223.8;31070783.8
76;5795143.6;17515441.6;4568598.7;27879183.9
77;5815769.0;8258552.4;1164826.5;15239147.9
78;5795028.4;17894288.7;4727689.4;28417006.6
79;5792981.9;18705669.2;4542387.8;29041039.0
80;5824172.4;3970644.6;0.0;9794817.0
81;5788717.7;19558217.3;9334636.2;34681571.3
82;5806014.6;13155429.3;2371263.0;21332706.9
83;5815339.6;8459297.3;1168966.8;15443603.7
84;5824519.2;3792295.7;0.0;9616814.9
85;5815708.7;8278550.4;1170471.8;15264730.9
86;5796232.7;17929848.5;3919153.0;27645234.2
87;5793286.6;19314526.7;5246224.2;30354037.6
88;5789577.3;21581813.3;3511251.1;30882641.6
89;5789418.4;19670017.8;8863281.2;34322717.4
90;5783992.7;23928666.9;7133595.4;36846254.9
91;5793250.6;18888684.3;4769168.9;29451103.8
92;5815808.3;8256405.9;1162833.9;15235048.2
93;5824493.6;3805476.1;0.0;9629969.6
94;5788160.0;20960020.5;9210469.0;35958649.4
95;5777764.9;27030765.0;7254737.1;40063267.0
96;5784764.0;24100449.7;3501262.6;33386476.4
97;5784058.4;23967189.7;6311574.4;36062822.5
98;5794549.5;18376268.9;4890644.0;29061462.3
99;5785670.8;21132254.9;9580286.8;36498212.5
100;5824568.5;3766936.6;0.0;9591505.1
101;5793958.4;18441637.3;4820767.3;29056363.0
102;5806196.0;12692279.0;2615925.2;21114400.3
103;5806659.2;12872396.0;2345092.1;21024147.2
104;5814791.7;8755432.7;1179867.0;15750091.4
105;5794925.2;18152684.5;4800328.6;28747938.4
106;5788681.4;19849099.9;9311065.1;34948846.3
107;5815364.9;8433786.5;1177247.2;15426398.7
108;5815704.0;8202041.4;1196950.4;15214695.8
109;5788414.9;22185431.2;3543356.0;31517202.1
110;5792695.3;18875482.3;4570912.3;29239089.9
111;5784207.2;21711348.6;9309934.5;36805490.4
112;5824601.4;3750025.0;0.0;9574626.3
113;5823444.8;4344915.5;0.0;10168360.3
114;5794128.3;18619671.2;4082444.6;28496244.1
115;5790888.2;19677565.4;7755950.7;33224404.3
116;5822777.6;4688111.1;0.0;10510888.7
117;5820856.3;5676339.0;0.0;11497195.3
118;5813178.9;9270312.9;1286558.9;16370050.7
119;5823517.4;4307569.2;0.0;10131086.6
120;5812190.7;10041767.4;1181133.2;17035091.3
121;5796561.5;17899489.9;3633647.2;27329698.6
122;5824541.7;3780730.2;0.0;9605271.9
123;5795882.8;17910085.5;3708168.0;27414136.3
124;5795131.4;17512225.3;4685621.7;27992978.4
125;5801945.3;14225860.6;2678371.0;22706176.9
126;5824551.5;3775672.4;0.0;9600223.9
127;5790335.4;20010668.7;8643546.7;34444550.8
128;5791039.4;19689559.2;5947329.0;31427927.5
129;5815808.0;8239166.0;1163706.7;15218680.7
130;5819591.4;6326958.9;0.0;12146550.3
131;5815865.1;8237422.8;1155996.4;15209284.4
132;5794761.2;17989102.6;4763258.0;28547121.7
133;5823426.8;4354161.2;0.0;10177588.0
134;5824390.3;3858605.8;0.0;9682996.0
135;5789295.7;21116846.4;7180515.7;34086657.8
136;5795566.7;17646966.8;4724350.5;28166884.0
137;5824514.7;3794592.2;0.0;9619106.9
138;5796186.7;17659532.2;4775157.4;28230876.3
139;5815575.5;8392567.3;1153995.6;15362138.5
140;5794039.8;18613765.1;4603515.5;29011320.4
141;5784126.2;21190479.1;12551005.9;39525611.1
142;5813370.8;9329263.6;1237213.5;16379847.9
143;5777763.2;27167269.7;6026681.9;38971714.8
144;5794256.1;18207457.4;4970799.3;28972512.8
145;5782182.3;22347796.7;13655560.5;41785539.4
146;5804769.5;13585716.3;2424041.3;21814527.1
147;5824507.0;3798570.1;0.0;9623077.1
148;5794138.1;18226473.8;5833696.2;29854308.1
149;5788054.7;19302351.2;9531793.6;34622199.5
150;5788995.5;20039110.9;8542159.5;34370265.9
151;5798205.5;17245178.6;3482654.7;26526038.8
152;5793082.5;18977652.0;4761674.3;29532408.9
153;5813308.2;9254766.1;1250746.9;16318821.2
154;5815230.3;8465331.7;1184531.2;15465093.2
155;5824462.1;3821659.5;0.0;9646121.6
156;5802222.9;14235129.7;2763706.3;22801058.9
157;5771912.5;30415506.5;8201778.5;44389197.4
158;5803466.5;14128598.7;2456382.5;22388447.7
159;5821426.9;5382825.0;0.0;11204251.9
160;5787267.4;20946038.5;9450386.4;36183692.3
161;5824412.8;3847031.9;0.0;9671444.7
162;5786077.5;22759368.8;6324020.8;34869467.2
163;5823141.9;4500721.5;0.0;10323863.4
164;5794999.5;17450838.1;4641136.2;27886973.8
165;5794749.9;17948596.6;4617862.5;28361209.0
166;5824334.4;3887322.9;0.0;9711657.3
167;5815925.2;8197485.2;1167118.5;15180528.9
168;5798062.4;17395596.9;3451276.6;26644935.9
169;5795627.9;18263658.5;5053995.7;29113282.0
170;5787345.2;22227638.7;6004948.7;34019932.6
171;5812588.4;9876140.6;1658010.3;17346739.3
172;5787787.6;21350843.0;9838330.4;36976961.0
173;5795237.1;17759680.5;4707412.0;28262329.6
174;5790451.6;20358980.6;6880001.8;33029434.0
175;5792488.3;19005124.3;4621024.7;29418637.3
176;5779829.9;24207040.7;15430995.5;45417866.1
177;5812616.1;9369754.6;1379501.3;16561871.9
178;5797247.5;17645343.6;3514569.5;26957160.5
179;5795689.9;17940242.5;3691282.4;27427214.7
180;5794772.0;18295390.3;5046565.3;29136727.5
181;5787164.2;22490874.0;4824469.9;33102508.2
182;5824554.5;3774105.9;0.0;9598660.4
183;5771267.2;30845675.1;7038965.1;43655907.4
184;5778203.6;27265021.6;7034501.7;40077726.9
185;5789281.5;21130293.4;6062664.0;32982238.9
186;5795315.1;18024625.7;4843500.7;28663441.4
187;5788752.8;20117191.4;9650778.8;35556723.1
188;5747010.7;41825667.0;13204339.0;60777016.8
189;5793680.6;18828053.7;5878361.5;30500095.8
190;5786742.2;22883503.1;7136251.1;35806496.4
191;5792718.5;18559365.5;6027042.5;30379126.6
192;5823437.4;4348723.4;0.0;10172160.8
193;5812522.5;9905949.3;1168537.8;16887009.6
194;5794406.5;18122979.2;4632987.7;28550373.4
195;5824314.5;3897585.2;0.0;9721899.7
196;5814783.8;8624844.1;1210194.5;15649822.5
197;5788181.1;20926857.1;9712501.9;36427540.1
198;5788078.9;20567154.7;9618846.1;35974079.7
199;5794437.6;17949126.6;4515625.2;28259189.3
200;5824375.1;3866425.0;0.0;9690800.0
201;5806908.0;12751379.7;2339960.5;20898248.2
202;5783020.5;24951336.3;4677341.3;35411698.0
203;5791692.4;19207975.7;4729513.0;29729181.0
204;5807183.2;12695007.0;2312786.4;20814976.6
205;5797012.5;17460170.5;5004071.3;28261254.3
206;5823931.1;4094757.1;0.0;9918688.3
207;5823857.5;4132661.7;0.0;9956519.1
208;5786933.7;20859985.5;9300641.0;35947560.2
209;5794970.3;18466689.8;4610225.6;28871885.7
210;5806798.8;12820721.1;2331281.4;20958801.3
211;5824235.5;3938206.1;0.0;9762441.6
212;5784629.8;22531038.3;10794376.1;39110044.2
213;5824110.0;4002741.4;0.0;9826851.4
