ID;IDLE;SEND;RECV;Total
1;5824499.0;3802669.7;0.0;9627168.7
2;3312084.6;58463061.4;20766609.5;82541755.5
3;5824432.8;3836701.3;0.0;9661134.1
4;5815480.9;8345705.3;1182743.6;15343929.8
5;5759185.8;36330896.5;8387884.5;50477966.9
6;5824428.3;3839016.1;0.0;9663444.4
7;5787552.3;22252352.9;4775790.2;32815695.4
8;5777610.6;27214085.0;5975182.1;38966877.7
9;5769358.4;31602491.1;7087404.9;44459254.4
10;5797612.6;17396083.6;3528428.5;26722124.6
11;5786106.7;22530976.7;4921147.2;33238230.6
12;5815928.1;8194202.2;1160560.4;15170690.6
13;5788663.5;22059402.2;4662489.8;32510555.5
14;5824590.0;3755882.7;0.0;9580472.7
15;5824323.0;3893219.0;0.0;9717541.9
16;5806471.2;12890064.2;2360073.0;21056608.5
17;5824509.8;3797111.9;0.0;9621621.7
18;5815408.7;8410367.2;1176336.0;15402111.9
19;5805919.9;13054311.1;2397111.8;21257342.8
20;5814920.9;8637287.9;1184616.5;15636825.2
21;5815725.6;8256800.9;1169680.8;15242207.3
22;5824265.7;3922657.7;0.0;9746923.4
23;5720457.2;55640762.0;13183913.1;74545132.4
24;5824413.8;3846517.0;0.0;9670930.7
25;5724469.2;53376410.2;11919451.1;71020330.4
26;5824432.1;3837074.6;0.0;9661506.7
27;5804135.3;13689349.3;2490481.0;21983965.5
28;5815594.3;8294635.5;1182242.8;15292472.5
29;4452057.9;44721597.4;16430119.8;65603775.0
30;4370136.4;41240370.6;10753235.1;56363742.1
31;5690193.7;66411211.5;20411336.9;92512742.2
32;5787423.4;22413853.4;4752369.6;32953646.4
33;5824468.5;3818386.5;0.0;9642854.9
34;3965110.7;36569136.1;9128722.8;49662969.5
35;5831892.0;0.0;0.0;5831892.0
36;5797071.3;17621694.3;3544008.4;26962773.9
37;5824507.1;3798486.8;0.0;9622993.9
38;5776769.3;27461460.2;6032282.6;39270512.1
39;5786448.8;22605729.2;4845694.1;33237872.1
40;5824426.4;3840032.6;0.0;9664459.0
41;5747846.1;42136372.6;9563402.2;57447620.9
42;5831892.0;0.0;0.0;5831892.0
43;5824569.2;3766573.3;0.0;9591142.5
44;5709461.3;60555037.2;14564510.1;80829008.6
45;5824494.4;3805052.8;0.0;9629547.2
46;5787471.4;22258455.6;4792102.6;32838029.6
47;5778985.4;26753299.4;5895788.0;38428072.9
48;5795976.4;18073714.1;3578295.8;27447986.4
49;2725603.7;38182594.7;10386723.8;51294922.2
50;5723831.8;51275618.6;19421691.6;76421142.0
51;5815335.7;8419041.3;1182812.9;15417190.0
52;5793104.2;19616893.1;3559300.5;28969297.8
53;5814357.7;8775442.4;1230091.9;15819891.9
54;5815242.2;8507630.8;1170006.9;15492880.0
55;3207333.2;28725452.2;7329114.0;39261899.4
56;5806230.0;13070184.5;2342037.8;21218452.3
57;5798250.6;17240835.7;3475958.9;26515045.2
58;5824297.4;3906369.3;0.0;9730666.7
59;5787136.6;22670356.1;4711614.4;33169107.1
60;5743304.6;42743978.5;10870388.1;59357671.2
61;5729242.5;49090527.1;14964958.1;69784727.7
62;5824127.9;3993575.6;0.0;9817703.5
63;5806248.2;12945432.0;2382299.9;21133980.0
64;5796289.6;17838579.3;3601034.3;27235903.2
65;5805106.2;13684998.0;3467710.7;22957814.9
66;3709408.3;32201166.2;7258148.9;43168723.4
67;5749184.1;40415718.0;12178133.7;58343035.8
68;5808664.7;11947210.2;1151799.6;18907674.5
69;5747030.6;40689507.3;9633273.7;56069811.6
70;5759757.1;36547869.8;8237164.2;50544791.2
71;5824270.1;3920396.3;0.0;9744666.4
72;5788474.2;21976743.8;4718070.8;32483288.8
73;5824497.3;3803536.3;0.0;9628033.6
74;5824539.0;3782105.1;0.0;9606644.1
75;2524404.4;35991938.8;9532255.4;48048598.5
76;5824559.5;3771556.1;0.0;9596115.6
77;5695718.5;65847056.3;16997692.3;88540467.1
78;5815033.2;8488344.4;1208329.9;15511707.5
79;5815650.8;8353211.3;1152824.4;15321686.5
80;5831892.0;0.0;0.0;5831892.0
81;5815324.9;8465615.0;1171807.4;15452747.3
82;5755396.9;35700477.9;8511495.5;49967370.3
83;5699156.9;65277471.6;15891417.4;86868045.9
84;5807054.2;12703924.5;2324791.1;20835769.8
85;5806284.1;12938751.0;2379943.1;21124978.2
86;5718176.2;55033819.4;17260387.8;78012383.4
87;5815687.9;8312130.4;1161949.9;15289768.2
88;5824623.5;3738626.1;0.0;9563249.6
89;5806416.9;13007362.5;2332819.8;21146599.3
90;5731359.1;50354479.0;11939028.9;68024867.0
91;5787689.0;22307364.0;4744013.1;32839066.1
92;5824391.1;3858189.1;0.0;9682580.2
93;5789266.1;21778333.6;4654754.8;32222354.5
94;5755914.8;37736661.0;9623045.9;53115621.7
95;5804914.4;13872452.6;1157314.0;20834680.9
96;5824561.3;3770622.9;0.0;9595184.2
97;5824602.1;3749666.7;0.0;9574268.7
98;3912405.0;41186174.3;9916854.3;55015433.6
99;5715887.1;56338069.0;14466466.9;76520423.0
100;5815830.4;8229668.6;1162003.8;15207502.8
101;5763006.6;23049661.5;43525960.8;72338628.9
