ID;IDLE;RECV;SEND;Total
1;5815350.6;1156142.8;8496545.3;15468038.6
2;5788924.7;6692082.4;21798653.2;34279660.4
3;5824377.8;0.0;3865000.1;9689378.0
4;5824429.7;0.0;3838299.5;9662729.2
5;5824494.0;0.0;3805222.8;9629716.8
6;5815653.5;1186909.5;8252191.4;15254754.4
7;5815231.4;1207819.8;8480885.2;15503936.4
8;2917953.2;16577303.9;60352180.8;79847438.0
9;5823882.4;0.0;4119838.0;9943720.4
10;5777566.1;6076638.1;27349199.8;39203404.1
11;5814062.4;1172424.8;9132949.9;16119437.2
12;4591720.1;12565841.9;51797576.4;68955138.4
13;5805130.8;2383155.7;13549676.6;21737963.0
14;5751648.8;9568328.4;40380463.2;55700440.4
15;1422861.0;7813606.9;31907575.6;41144043.5
16;5747566.4;10916521.0;42526365.3;59190452.7
17;3339102.4;5135788.6;48636825.8;57111716.8
18;5824366.9;0.0;3870596.2;9694963.2
19;5824231.6;0.0;3940202.6;9764434.2
20;5715117.9;19426939.3;57534344.3;82676401.5
21;5806367.9;2365698.3;12990820.8;21162887.0
22;5797596.9;3559385.3;17321047.7;26678029.9
23;5824267.8;0.0;3921619.5;9745887.2
24;5813218.3;1188421.8;9590649.2;16592289.2
25;5824506.2;0.0;3798945.1;9623451.3
26;5824094.4;0.0;4010767.2;9834861.6
27;5824597.7;0.0;3751924.8;9576522.4
28;1645026.3;20803107.3;41602486.0;64050619.6
29;2253364.2;13868545.2;71589200.4;87711109.8
30;5765259.1;8648741.5;33236647.7;47650648.3
31;5750667.9;9436950.6;41124132.2;56311750.7
32;5824088.0;0.0;4014073.6;9838161.6
33;5802313.6;2365515.4;15017879.7;23185708.7
34;5752616.9;9443179.0;40140418.9;55336214.8
35;5795364.2;5338625.7;17914150.1;29048139.9
36;5797200.4;3581672.3;17564055.1;26942927.7
37;5824273.6;0.0;3918623.1;9742896.7
38;5824240.1;0.0;3935864.7;9760104.8
39;5824139.0;0.0;3987821.2;9811960.2
40;5815887.9;1151458.0;8226352.3;15193698.2
41;5738673.5;10609721.2;47164591.4;63512986.0
42;5824392.5;0.0;3857437.6;9681830.1
43;5815185.8;1202044.0;8472106.0;15489335.8
44;5824474.2;0.0;3815418.4;9639892.6
45;5796367.4;3686164.6;17707450.7;27189982.8
46;5785300.8;3550336.9;23844960.3;33180597.9
47;4915174.3;17713613.1;53710393.4;76339180.8
48;5786909.5;4848467.9;22355525.9;32990903.3
49;5727697.4;13618898.8;51844940.0;71191536.2
50;5823993.2;0.0;4062840.3;9886833.5
51;5796659.7;3524838.4;17938109.3;27259607.5
52;5765522.1;7142166.1;33373065.7;46280753.9
53;5824509.4;0.0;3797320.2;9621829.6
54;5815766.5;1154971.6;8293360.6;15264098.7
55;5787714.6;4724553.4;22350634.7;32862902.7
56;5824624.1;0.0;3738309.5;9562933.6
57;5768416.9;7043462.3;32295671.8;45107551.0
58;5784923.7;4808773.0;23794645.3;34388342.0
59;5824308.3;0.0;3900744.9;9725053.2
60;5806789.9;2363696.5;12776717.2;20947203.6
61;5815787.6;1192673.0;8195630.4;15204091.0
62;5806716.0;2314006.4;12916156.6;21036879.0
63;5815478.8;1269352.3;8225880.7;15310711.8
64;5824605.1;0.0;3748125.1;9572730.2
65;5824394.6;0.0;3856371.0;9680765.6
66;5796666.0;2379124.3;17985236.3;26161026.6
67;5824400.5;0.0;3853323.0;9677723.5
68;5806834.3;2346040.4;12827932.1;20980806.7
69;5824459.5;0.0;3823001.0;9647460.5
70;5824549.4;0.0;3776755.6;9601305.0
71;5815563.3;1153117.2;8398370.1;15367050.6
72;5824451.9;0.0;3826892.3;9651344.2
73;5788011.6;4701191.3;22258259.0;32747461.9
74;5730014.9;12104866.8;50853730.8;68688612.5
75;5737195.5;15744102.3;47490658.8;68971956.6
76;5788764.4;4685637.2;21951086.3;32425487.9
77;5701193.4;16210462.8;65740831.9;87652488.2
78;5787545.3;4703895.8;22503692.7;32995133.9
79;5805349.5;2400193.8;13333611.5;21539154.9
80;5796125.5;3640407.7;17805984.2;27242517.4
81;5824292.9;0.0;3908684.1;9732977.0
82;5768598.5;7616996.7;31413736.6;44799331.8
83;5805044.7;2603598.5;13207710.8;21616354.0
84;5815538.7;1167513.0;8354431.1;15337482.8
85;5778764.8;5971791.8;26665146.6;38415703.2
86;5805790.6;2464166.8;13082586.6;21352544.0
87;5824308.1;0.0;3900856.5;9725164.7
88;5794499.1;1214125.7;19202551.2;26211176.0
89;5795307.6;2409223.3;18800758.1;27005288.9
90;5780800.1;6040843.5;25420446.0;37242089.7
91;5692234.8;17088932.9;69414406.2;92195573.9
92;5707319.0;24240861.9;60712799.8;90660980.7
93;5814683.8;1235537.4;8697146.9;15747368.0
94;5815484.2;1190655.3;8359542.3;15365681.8
95;5796502.1;3608277.2;17745798.6;27150577.8
96;5824614.3;0.0;3743375.6;9567989.9
97;5824424.6;0.0;3840940.9;9665365.5
98;5806594.1;2332355.0;12927662.1;21066611.2
99;5815692.0;1163699.0;8290920.8;15270311.8
100;5806709.4;2312840.3;12927682.1;21047231.8
101;5769271.9;44575022.3;22579706.8;72924001.0
