uniqueId;worldSize;moteCount;moteCountEmpty;linkCountInitial;densityInitial;densityInitialBucket;tcOperationMode;movementSpeed;('totalSimulationDurationSeconds',);totalTcaDurationSeconds;totalCehDurationSeconds;totalTccDurationSeconds;totalTcaLsm;totalCehLsm;totalAllLsm
211;300;250;0;25830;103.32;100;I;0.0;14296.8;2.8179999999999956;12988.436000000002;12991.254;25830;25830;51660
212;300;250;0;23166;92.664;90;I;0.0;10343.4;2.160999999999997;9041.597999999996;9043.758999999996;23166;23166;46332
213;300;250;0;25096;100.384;100;I;0.0;12601.2;2.273999999999995;11322.008000000002;11324.282000000001;25096;25096;50192
214;300;250;1;24844;99.376;90;I;0.0;12007.8;2.4499999999999957;10752.410000000002;10754.860000000002;24850;24868;49718
215;300;250;1;25208;100.832;100;I;0.0;12801.6;2.278999999999997;11506.015;11508.294;25212;25232;50444
216;300;250;0;25008;100.032;100;I;0.0;12849.6;1.8559999999999997;11573.377;11575.233;25008;25008;50016
217;300;250;0;25350;101.4;100;I;0.0;13932.0;2.469;12687.846000000003;12690.315000000002;25350;25350;50700
218;300;250;0;25360;101.44;100;I;0.0;14976.0;2.599999999999999;13698.207000000002;13700.807000000003;25360;25360;50720
219;300;250;0;26032;104.128;100;I;0.0;15812.400000000001;2.4839999999999995;14517.448000000002;14519.932000000003;26032;26032;52064
220;300;250;1;25232;100.928;100;I;0.0;13930.199999999999;2.594;12628.132000000005;12630.726000000004;25234;25242;50476
221;300;250;0;25830;103.32;100;B;1.4;1494.0;111.72799999999997;371.4160000000001;483.14400000000006;1754394;255284;2009678
222;300;250;0;23166;92.664;90;B;1.4;1144.8;101.23199999999999;230.36700000000005;331.59900000000005;1663216;200334;1863550
223;300;250;0;25096;100.384;100;B;1.4;1518.6;116.30099999999999;449.055;565.356;1734220;281188;2015408
224;300;250;0;24844;99.376;90;B;1.4;1708.1999999999998;112.06599999999997;574.548;686.614;1730904;331092;2061996
225;300;250;0;25208;100.832;100;B;1.4;1760.4;117.30299999999998;628.6279999999999;745.9309999999999;1751958;327510;2079468
226;300;250;0;25008;100.032;100;B;1.4;1714.2;113.42099999999998;592.6030000000001;706.024;1728974;343454;2072428
227;300;250;0;25350;101.4;100;B;1.4;1719.6;113.29099999999998;588.4380000000001;701.729;1768818;325404;2094222
228;300;250;0;25360;101.44;100;B;1.4;1693.8;118.25000000000006;550.679;668.9290000000001;1790892;308288;2099180
229;300;250;0;26032;104.128;100;B;1.4;1321.2;113.64200000000001;327.359;441.001;1712844;214454;1927298
